StateCounty,Unknown,Toe nailing or no anchorage,Clips,Single wraps,Double wraps,Structural
AKPrince Of Wales-Hyder Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKSitka Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKSkagway Municipality,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKSoutheast Fairbanks Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKValdez-Cordova Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKWrangell City And Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKYakutat Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKYukon-Koyukuk Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ALAutauga County,0.0000000000000000,0.2494805624360150,0.0380932095496669,-0.0099414807003369,-0.0569314320858085,-0.0883783807290497
ALBaldwin County,0.0000000000000000,0.4255320477878450,0.1151381750252510,-0.0209171647061822,-0.1162871721587780,-0.1536011775860550
ALBarbour County,0.0000000000000000,0.3199394404893010,0.0609918555167350,-0.0140684903176012,-0.0726513050582073,-0.1080745961690750
ALBibb County,0.0000000000000000,0.2395087937918020,0.0295078905034951,-0.0086923353187396,-0.0545148649634044,-0.0865301885797544
ALBlount County,0.0000000000000000,0.1388503797513080,0.0181472066474577,-0.0042264348251057,-0.0351307819113282,-0.0590237030399279
ALBullock County,0.0000000000000000,0.2790698358722610,0.0472051666141042,-0.0116336981575663,-0.0628855276058955,-0.0954734893266472
ALButler County,0.0000000000000000,0.3075166871912120,0.0572716849394053,-0.0133772247662906,-0.0712506462830831,-0.1069413505205420
ALCalhoun County,0.0000000000000000,0.1043044546744520,0.0084390986961536,-0.0028346051076496,-0.0261188067220379,-0.0451599753100170
ALChambers County,0.0000000000000000,0.2170693770436840,0.0295257861373364,-0.0084991669625152,-0.0488868481917206,-0.0764393807702827
ALCherokee County,0.0000000000000000,0.1478700662419370,0.0164913011008023,-0.0052551989669132,-0.0341873951751369,-0.0554610334540052
ALChilton County,0.0000000000000000,0.2404915823602430,0.0301507902760878,-0.0091307279921795,-0.0539030170964160,-0.0849237602215844
ALChoctaw County,0.0000000000000000,0.3329921150249930,0.0624221164329097,-0.0144879498743227,-0.0768289849411170,-0.1145774221670130
ALClarke County,0.0000000000000000,0.3804756188991390,0.0871558357380577,-0.0174409833837589,-0.0880516278848406,-0.1277292448846500
ALClay County,0.0000000000000000,0.1528438353283740,0.0146645765277911,-0.0047188586930653,-0.0369321226671254,-0.0620904921202389
ALCleburne County,0.0000000000000000,0.1345147861934480,0.0116837439599420,-0.0040239540792745,-0.0322874024221752,-0.0544801134439631
ALCoffee County,0.0000000000000000,0.3427507153782460,0.0701620446983358,-0.0152343251010907,-0.0803313363447095,-0.1183665458926610
ALColbert County,0.0000000000000000,0.1889722706887590,0.0315342922007840,-0.0069144669300358,-0.0453839261202689,-0.0721838584596171
ALConecuh County,0.0000000000000000,0.3584842273450630,0.0767968449677390,-0.0161565591258543,-0.0844816798000642,-0.1233428879337230
ALCoosa County,0.0000000000000000,0.1740917754197610,0.0196899407495805,-0.0059389107746458,-0.0411817806907671,-0.0675473981118236
ALCovington County,0.0000000000000000,0.3807715431012630,0.0847922171951736,-0.0174378126876500,-0.0900199542836092,-0.1301218278087160
ALCrenshaw County,0.0000000000000000,0.2837835802315320,0.0511013047909195,-0.0117039005304735,-0.0659258182368816,-0.1005162817695770
ALCullman County,0.0000000000000000,0.1545012956438790,0.0230137171174651,-0.0051971447495693,-0.0382194280956066,-0.0624381098539042
ALDale County,0.0000000000000000,0.3387169042392410,0.0691531867422910,-0.0152425018294361,-0.0786573397925101,-0.1160723898567150
ALDallas County,0.0000000000000000,0.3161826305697920,0.0594624703168545,-0.0135556973687754,-0.0720373546198171,-0.1082753368639270
ALDekalb County,0.0000000000000000,0.1268795418351840,0.0166871683364751,-0.0042702924104590,-0.0309937775342387,-0.0510627695974830
ALElmore County,0.0000000000000000,0.2351950641532400,0.0366454724983047,-0.0092100265047824,-0.0544166873644244,-0.0850050925878939
ALEscambia County,0.0000000000000000,0.4252498841754600,0.1035803898192290,-0.0201183066817708,-0.1029627182135540,-0.1450716723282890
ALEtowah County,0.0000000000000000,0.1168352161045100,0.0115039762989531,-0.0033865042621477,-0.0292368451179016,-0.0499269038599313
ALFayette County,0.0000000000000000,0.1798360652925780,0.0291566779634955,-0.0065088008668208,-0.0441421952001048,-0.0700743530373567
ALFranklin County,0.0000000000000000,0.1850596869819450,0.0316201073090623,-0.0071323897864386,-0.0435141664368976,-0.0680983373722978
ALGeneva County,0.0000000000000000,0.3949650392296520,0.0871008466294352,-0.0184638050202582,-0.0927854106332913,-0.1326441727261220
ALGreene County,0.0000000000000000,0.2653373045051940,0.0470583810835972,-0.0108917166963423,-0.0618914337178841,-0.0946835450134142
ALHale County,0.0000000000000000,0.2882706759890430,0.0490640924099965,-0.0121898264230067,-0.0665712543649967,-0.1014893275496270
ALHenry County,0.0000000000000000,0.3361222628661780,0.0680202032206962,-0.0149432638781881,-0.0774510629502323,-0.1144851877807910
ALHouston County,0.0000000000000000,0.3605497203947970,0.0789085881294169,-0.0164472867094394,-0.0847679190624707,-0.1239953975540050
ALJackson County,0.0000000000000000,0.1412164440228950,0.0247361307387808,-0.0054395814871051,-0.0342038611275620,-0.0542662047293143
ALJefferson County,0.0000000000000000,0.1465964639677680,0.0182995114023699,-0.0042216580232078,-0.0378121288764548,-0.0643394981506780
ALLamar County,0.0000000000000000,0.1935474438257410,0.0319361342822935,-0.0074080488952397,-0.0463979406537450,-0.0727965559308783
ALLauderdale County,0.0000000000000000,0.1897401885792110,0.0306703044773136,-0.0070700377284260,-0.0450577634567508,-0.0714505283943934
ALLawrence County,0.0000000000000000,0.1822636211556530,0.0293096512667681,-0.0066334421684285,-0.0442176864809614,-0.0704021642209909
ALLee County,0.0000000000000000,0.2294865799292140,0.0336559280214517,-0.0090394104585296,-0.0526300739198746,-0.0823931871297554
ALLimestone County,0.0000000000000000,0.1561144706493300,0.0250296119632398,-0.0055199216699315,-0.0380630946493753,-0.0613670044620792
ALLowndes County,0.0000000000000000,0.2792107564356240,0.0497335438780828,-0.0117261925958494,-0.0647559272212814,-0.0988846096356412
ALMacon County,0.0000000000000000,0.2505000131030120,0.0395644377372388,-0.0102664898658112,-0.0566513970653367,-0.0870670485226952
ALMadison County,0.0000000000000000,0.1338689424489750,0.0224232340118291,-0.0046439321322104,-0.0332054824378925,-0.0537846933189020
ALMarengo County,0.0000000000000000,0.3306535103250660,0.0678101676392600,-0.0149668429172087,-0.0759709581739064,-0.1124576027259360
ALMarion County,0.0000000000000000,0.1850350463832180,0.0309920883380483,-0.0070988293347107,-0.0435026386453862,-0.0678590316212658
ALMarshall County,0.0000000000000000,0.1467307510206990,0.0210461067378171,-0.0049082625499719,-0.0359103857932863,-0.0587552862415885
ALMobile County,0.0000000000000000,0.4095667447658120,0.1123239947402110,-0.0201716978229880,-0.1080968646836330,-0.1447536190707670
ALMonroe County,0.0000000000000000,0.3690583972352610,0.0783316570756549,-0.0167443505115793,-0.0859997507385651,-0.1251033312615530
ALMontgomery County,0.0000000000000000,0.2481341093752660,0.0421447967904387,-0.0099277339338691,-0.0580512131433892,-0.0901399361580173
ALMorgan County,0.0000000000000000,0.1582690291463630,0.0243768005583662,-0.0054453668923188,-0.0390914898234249,-0.0633773871853555
ALPerry County,0.0000000000000000,0.3370850535020360,0.0713254216255079,-0.0152806848380852,-0.0772051961743934,-0.1138392416391830
ALPickens County,0.0000000000000000,0.2206608582317510,0.0367233118426076,-0.0081564734929766,-0.0539368417326314,-0.0855614350803394
ALPike County,0.0000000000000000,0.3028468431899420,0.0564640390917839,-0.0130431945348237,-0.0694140296299008,-0.1040386732078370
ALRandolph County,0.0000000000000000,0.1739706997284260,0.0187808392307958,-0.0058506298743809,-0.0410303327699902,-0.0674999727878551
ALRussell County,0.0000000000000000,0.2518926803391380,0.0398946387114951,-0.0101711260564292,-0.0578029263303658,-0.0896460038084776
ALShelby County,0.0000000000000000,0.2027803739288570,0.0231053938712387,-0.0069891928900578,-0.0468970443935284,-0.0759800044396783
ALSt. Clair County,0.0000000000000000,0.1317029753242840,0.0132016421558465,-0.0038173723616189,-0.0331859299213138,-0.0567812581788262
ALSumter County,0.0000000000000000,0.3002043129195260,0.0544939201195758,-0.0127753101818859,-0.0690344841144308,-0.1038034684735390
ALTalladega County,0.0000000000000000,0.1540072394591670,0.0153228898002835,-0.0048787551205574,-0.0369264507017193,-0.0616670619482172
ALTallapoosa County,0.0000000000000000,0.1990164814672700,0.0263181032372146,-0.0072167371393669,-0.0471539442720179,-0.0761831457065397
ALTuscaloosa County,0.0000000000000000,0.2056723047907170,0.0297055346042809,-0.0073866554248547,-0.0495053653313818,-0.0792085488242208
ALWalker County,0.0000000000000000,0.1533464333688280,0.0235813470557940,-0.0051021254441561,-0.0386954682686513,-0.0629753907397694
ALWashington County,0.0000000000000000,0.4132045630078840,0.0961734244368466,-0.0192732791179913,-0.0963783730962198,-0.1379489012637150
ALWilcox County,0.0000000000000000,0.3269119113977340,0.0664397014796063,-0.0144070407737759,-0.0751275120483975,-0.1116810772932740
ALWinston County,0.0000000000000000,0.1700729620563890,0.0282632604268929,-0.0060871263450898,-0.0417587593741074,-0.0667315994874624
ARArkansas County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARAshley County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBaxter County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBenton County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBoone County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBradley County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCalhoun County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCarroll County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARChicot County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARClark County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARClay County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCleburne County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCleveland County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARColumbia County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARConway County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCraighead County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCrawford County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCrittenden County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCross County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARDallas County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARDesha County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARDrew County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARFaulkner County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARFranklin County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARFulton County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARGarland County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARGrant County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARGreene County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARHempstead County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARHot Spring County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARHoward County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARIndependence County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARIzard County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARJackson County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARJefferson County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARJohnson County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLafayette County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLawrence County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLee County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLincoln County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLittle River County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLogan County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLonoke County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMadison County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMarion County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMiller County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMississippi County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMonroe County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMontgomery County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARNevada County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARNewton County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AROuachita County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPerry County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPhillips County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPike County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPoinsett County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPolk County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPope County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPrairie County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPulaski County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARRandolph County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSaline County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARScott County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSearcy County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSebastian County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSevier County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSharp County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSt. Francis County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARStone County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARUnion County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARVan Buren County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARWashington County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARWhite County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARWoodruff County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARYell County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZApache County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZCochise County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZCoconino County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZGila County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZGraham County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZGreenlee County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZLa Paz County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZMaricopa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZMohave County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZNavajo County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZPima County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZPinal County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZSanta Cruz County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZYavapai County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZYuma County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAAlameda County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAAlpine County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAAmador County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAButte County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CACalaveras County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAColusa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAContra Costa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CADel Norte County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAEl Dorado County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAFresno County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAGlenn County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAHumboldt County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAImperial County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAInyo County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAKern County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAKings County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CALake County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CALassen County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CALos Angeles County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMadera County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMarin County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMariposa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMendocino County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMerced County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAModoc County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMono County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMonterey County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CANapa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CANevada County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAOrange County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAPlacer County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAPlumas County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CARiverside County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CASacramento County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
