StateCounty,Unknown,Flat roof with Parapets,Flat roof without Parapets,Hip roof,Gable roof,Braced gable roof
AKPrince Of Wales-Hyder Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKSitka Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKSkagway Municipality,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKSoutheast Fairbanks Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKValdez-Cordova Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKWrangell City And Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKYakutat Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKYukon-Koyukuk Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ALAutauga County,0.0000000000000000,0.0481065893109061,0.0949986941660028,-0.2210619884425910,0.0876021617098639,0.0757017547413792
ALBaldwin County,0.0000000000000000,0.0669804302212347,0.1128208486583010,-0.2717790457271150,0.1017734231476220,0.0894129404492334
ALBarbour County,0.0000000000000000,0.0570857999079935,0.1044950532880950,-0.2439129446175090,0.0947267112849801,0.0827217130105700
ALBibb County,0.0000000000000000,0.0461943977156900,0.0931290286237330,-0.2173699185905000,0.0868089126546514,0.0748361603965928
ALBlount County,0.0000000000000000,0.0351949509513387,0.0805506689433462,-0.1836838300621550,0.0757388470879643,0.0639179054942729
ALBullock County,0.0000000000000000,0.0514506750199095,0.0985661610558122,-0.2297621372722040,0.0902528380414898,0.0782956960590639
ALButler County,0.0000000000000000,0.0566104480487701,0.1045691324504720,-0.2456331816316390,0.0955793674649563,0.0827145653117396
ALCalhoun County,0.0000000000000000,0.0297540715990712,0.0749863349346040,-0.1707882204189750,0.0710783883202926,0.0594915695959710
ALChambers County,0.0000000000000000,0.0426541753468113,0.0886858645785049,-0.2045902399758220,0.0818154788398557,0.0710623757413469
ALCherokee County,0.0000000000000000,0.0348334778926072,0.0809423353100303,-0.1867666264909760,0.0760422210147018,0.0641282393516576
ALChilton County,0.0000000000000000,0.0460421830126001,0.0929418139191593,-0.2167990252342000,0.0862732574314293,0.0746428047738401
ALChoctaw County,0.0000000000000000,0.0590647249088569,0.1072312782386810,-0.2526908369154940,0.0979624419406984,0.0852349124619862
ALClarke County,0.0000000000000000,0.0665328817049489,0.1148755836225940,-0.2693980776391560,0.1032791323594050,0.0895784996000526
ALClay County,0.0000000000000000,0.0365241837754400,0.0826759600677969,-0.1909696683712400,0.0781637349888618,0.0659656566572897
ALCleburne County,0.0000000000000000,0.0332748630417541,0.0789072357606468,-0.1810479063102010,0.0745972424686905,0.0629719534112398
ALCoffee County,0.0000000000000000,0.0611488538449754,0.1094404607807980,-0.2577250977982240,0.0995821108359181,0.0863742570429502
ALColbert County,0.0000000000000000,0.0407904685727649,0.0861959016123590,-0.1967286438877450,0.0797447062784942,0.0683998593732396
ALConecuh County,0.0000000000000000,0.0636826997808340,0.1121936281229450,-0.2643511011054990,0.1017174823351220,0.0881208767083677
ALCoosa County,0.0000000000000000,0.0388938365679405,0.0850822680667567,-0.1965817913698130,0.0798164102971586,0.0679467127260964
ALCovington County,0.0000000000000000,0.0658485053173985,0.1144871918646420,-0.2702844699632670,0.1035489760301960,0.0901129070418394
ALCrenshaw County,0.0000000000000000,0.0538117424237357,0.1015174671384120,-0.2378214664841090,0.0933764420328360,0.0801769724859731
ALCullman County,0.0000000000000000,0.0366779101296530,0.0819357790557238,-0.1865856673377140,0.0764643348655845,0.0649862227306190
ALDale County,0.0000000000000000,0.0605710476788512,0.1086288948252330,-0.2551217349792410,0.0985346851264715,0.0857648381187861
ALDallas County,0.0000000000000000,0.0574429314086016,0.1051874124774080,-0.2461963856616890,0.0958444766946691,0.0830429677840465
ALDekalb County,0.0000000000000000,0.0328175890291433,0.0782344978930456,-0.1784828808779120,0.0734220200020028,0.0617285965123084
ALElmore County,0.0000000000000000,0.0468273952557481,0.0936892846601958,-0.2178568505515620,0.0866851348307691,0.0744249590433126
ALEscambia County,0.0000000000000000,0.0710664733358000,0.1197738380073990,-0.2840406063144960,0.1076469891877120,0.0940433642580212
ALEtowah County,0.0000000000000000,0.0316982023777181,0.0770333691644391,-0.1756946092791710,0.0727988071373742,0.0611357062940869
ALFayette County,0.0000000000000000,0.0400806761179515,0.0859136051704237,-0.1971164671885490,0.0799253069526751,0.0679010246216445
ALFranklin County,0.0000000000000000,0.0391190541119419,0.0839993498390128,-0.1904000737317400,0.0771507606015318,0.0667631880747486
ALGeneva County,0.0000000000000000,0.0669161561675355,0.1156451017879010,-0.2733005082518080,0.1041713141293370,0.0911370727635801
ALGreene County,0.0000000000000000,0.0506039378404184,0.0980060620925596,-0.2295202050793150,0.0905586934009548,0.0779691077258018
ALHale County,0.0000000000000000,0.0536586338646632,0.1014121814479000,-0.2382456775544510,0.0932553710696846,0.0808525878793420
ALHenry County,0.0000000000000000,0.0598646330445423,0.1077828668536840,-0.2527871145340400,0.0978189572278876,0.0850758572807515
ALHouston County,0.0000000000000000,0.0637396320019787,0.1120662889468710,-0.2637881651685410,0.1014950854672970,0.0882994832356077
ALJackson County,0.0000000000000000,0.0343172632637214,0.0791618489389490,-0.1788999511529580,0.0731745878184853,0.0623215733233846
ALJefferson County,0.0000000000000000,0.0374261529566284,0.0834116122974358,-0.1918136846437070,0.0789112921161956,0.0661235389285479
ALLamar County,0.0000000000000000,0.0415181069196140,0.0874355866950427,-0.2008343229883960,0.0809172649041172,0.0691646978369478
ALLauderdale County,0.0000000000000000,0.0407251964568862,0.0863121300152634,-0.1975035869140080,0.0798755322868485,0.0684926302493889
ALLawrence County,0.0000000000000000,0.0403308939416218,0.0861460796639284,-0.1976275346399570,0.0800731529538303,0.0681593145347530
ALLee County,0.0000000000000000,0.0452217455467199,0.0915258296387320,-0.2116628697041910,0.0843847967349225,0.0732013624764702
ALLimestone County,0.0000000000000000,0.0366125997895146,0.0818216483941991,-0.1861225480814180,0.0760975745430339,0.0647113161622388
ALLowndes County,0.0000000000000000,0.0530118119225895,0.1005152415347920,-0.2351209590198270,0.0922917030802255,0.0796998090654981
ALMacon County,0.0000000000000000,0.0477139231921084,0.0943854032672151,-0.2190753060892930,0.0866609501931312,0.0751860962475375
ALMadison County,0.0000000000000000,0.0324454462650570,0.0760935904146052,-0.1690503723835530,0.0700766472866676,0.0606396028103646
ALMarengo County,0.0000000000000000,0.0595346548878961,0.1073761246064810,-0.2514889393833450,0.0972335363616499,0.0846774347847363
ALMarion County,0.0000000000000000,0.0389020479932884,0.0838488959832460,-0.1902882771898300,0.0771021533018033,0.0666595131101966
ALMarshall County,0.0000000000000000,0.0361431243227284,0.0821974516332706,-0.1891505246795320,0.0773400121302732,0.0646695301294959
ALMobile County,0.0000000000000000,0.0654180723460107,0.1087320484477100,-0.2602194743637390,0.0975857783026552,0.0855771587502183
ALMonroe County,0.0000000000000000,0.0641605799771177,0.1125544218048300,-0.2649930875678640,0.1017411562507540,0.0886011103082434
ALMontgomery County,0.0000000000000000,0.0489086018115801,0.0956199555932600,-0.2217366645578040,0.0879906448485210,0.0758879192742703
ALMorgan County,0.0000000000000000,0.0371030018335767,0.0823691126378805,-0.1875740631171030,0.0767371271037589,0.0652830161137810
ALPerry County,0.0000000000000000,0.0607491245209757,0.1087099263201220,-0.2544720660363340,0.0982526412873030,0.0852219139161057
ALPickens County,0.0000000000000000,0.0465029459432968,0.0933505802526098,-0.2169196751618160,0.0869686169734059,0.0739788638109142
ALPike County,0.0000000000000000,0.0554956391804853,0.1032213714213630,-0.2418323142152640,0.0942931511694767,0.0815534153223718
ALRandolph County,0.0000000000000000,0.0387282346144258,0.0849070391765783,-0.1962294685814420,0.0797308601215294,0.0679112184472528
ALRussell County,0.0000000000000000,0.0486193065581579,0.0953715921078766,-0.2215040471445620,0.0877119996103357,0.0760292580930153
ALShelby County,0.0000000000000000,0.0420498439854495,0.0886623921955489,-0.2061373027306950,0.0831377551106096,0.0710515171278472
ALSt. Clair County,0.0000000000000000,0.0344714285522070,0.0802774854444128,-0.1843340066121560,0.0760049409241075,0.0637806262083327
ALSumter County,0.0000000000000000,0.0544836439103047,0.1022026852431350,-0.2400355450569700,0.0937962034501716,0.0813358501744219
ALTalladega County,0.0000000000000000,0.0360965169733243,0.0818635458243482,-0.1881692597210820,0.0770612643993163,0.0654901507194805
ALTallapoosa County,0.0000000000000000,0.0429747230565136,0.0897351505461645,-0.2085347465134020,0.0838759498168384,0.0713946854897312
ALTuscaloosa County,0.0000000000000000,0.0436963426632768,0.0902708127996130,-0.2092847926932110,0.0842505124293351,0.0717830356568945
ALWalker County,0.0000000000000000,0.0369415670773243,0.0824156067551276,-0.1881527291405180,0.0770939132525021,0.0651441186046304
ALWashington County,0.0000000000000000,0.0703059527906533,0.1191400854976730,-0.2808225840643940,0.1068889763475420,0.0929996542457379
ALWilcox County,0.0000000000000000,0.0590862539860804,0.1068002234493860,-0.2496706714236490,0.0968639802754319,0.0840455689483746
ALWinston County,0.0000000000000000,0.0385458319874372,0.0838323337862412,-0.1909247965012420,0.0777945138502298,0.0663573322119060
ARArkansas County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARAshley County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBaxter County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBenton County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBoone County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBradley County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCalhoun County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCarroll County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARChicot County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARClark County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARClay County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCleburne County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCleveland County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARColumbia County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARConway County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCraighead County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCrawford County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCrittenden County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCross County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARDallas County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARDesha County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARDrew County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARFaulkner County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARFranklin County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARFulton County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARGarland County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARGrant County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARGreene County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARHempstead County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARHot Spring County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARHoward County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARIndependence County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARIzard County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARJackson County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARJefferson County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARJohnson County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLafayette County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLawrence County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLee County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLincoln County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLittle River County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLogan County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLonoke County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMadison County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMarion County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMiller County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMississippi County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMonroe County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMontgomery County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARNevada County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARNewton County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AROuachita County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPerry County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPhillips County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPike County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPoinsett County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPolk County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPope County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPrairie County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPulaski County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARRandolph County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSaline County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARScott County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSearcy County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSebastian County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSevier County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSharp County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSt. Francis County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARStone County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARUnion County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARVan Buren County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARWashington County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARWhite County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARWoodruff County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARYell County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZApache County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZCochise County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZCoconino County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZGila County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZGraham County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZGreenlee County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZLa Paz County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZMaricopa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZMohave County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZNavajo County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZPima County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZPinal County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZSanta Cruz County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZYavapai County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZYuma County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAAlameda County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAAlpine County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAAmador County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAButte County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CACalaveras County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAColusa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAContra Costa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CADel Norte County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAEl Dorado County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAFresno County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAGlenn County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAHumboldt County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAImperial County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAInyo County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAKern County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAKings County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CALake County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CALassen County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CALos Angeles County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMadera County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMarin County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMariposa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMendocino County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMerced County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAModoc County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMono County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAMonterey County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CANapa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CANevada County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAOrange County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAPlacer County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAPlumas County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CARiverside County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CASacramento County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CASan Benito County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CASan Bernardino County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
