StateCounty,Storm Surge
AKAleutians East Borough,0.000000000000000000000000000000
AKAleutians West Census Area,0.000000000000000000000000000000
AKAnchorage Municipality,0.000000000000000000000000000000
AKBethel Census Area,0.000000000000000000000000000000
AKBristol Bay Borough,0.000000000000000000000000000000
AKDenali Borough,0.000000000000000000000000000000
AKDillingham Census Area,0.000000000000000000000000000000
AKFairbanks North Star Borough,0.000000000000000000000000000000
AKHaines Borough,0.000000000000000000000000000000
AKHoonah-Angoon Census Area,0.000000000000000000000000000000
AKJuneau Borough,0.000000000000000000000000000000
AKKenai Peninsula Borough,0.000000000000000000000000000000
AKKetchikan Gateway Borough,0.000000000000000000000000000000
AKKodiak Island Borough,0.000000000000000000000000000000
AKKusilvak,0.000000000000000000000000000000
AKMatanuska-Susitna Borough,0.000000000000000000000000000000
AKNome Census Area,0.000000000000000000000000000000
AKNorth Slope Borough,0.000000000000000000000000000000
AKNorthwest Arctic Borough,0.000000000000000000000000000000
AKPeninsula And Lake Borough,0.000000000000000000000000000000
AKPetersburg Census Area,0.000000000000000000000000000000
AKPrince Of Wales-Hyder Census Area,0.000000000000000000000000000000
AKSitka Borough,0.000000000000000000000000000000
AKSkagway Municipality,0.000000000000000000000000000000
AKSoutheast Fairbanks Census Area,0.000000000000000000000000000000
AKValdez-Cordova Census Area,0.000000000000000000000000000000
AKWrangell City And Borough,0.000000000000000000000000000000
AKYakutat Borough,0.000000000000000000000000000000
AKYukon-Koyukuk Census Area,0.000000000000000000000000000000
ALAutauga County,-0.000000000000000222044604925031
ALBaldwin County,-0.026695346183184100000000000000
ALBarbour County,-0.000000000000000333066907387547
ALBibb County,0.000000000000000222044604925031
ALBlount County,0.000000000000000000000000000000
ALBullock County,0.000000000000000222044604925031
ALButler County,0.000000000000000222044604925031
ALCalhoun County,0.000000000000000222044604925031
ALChambers County,-0.000000000000000111022302462516
ALCherokee County,0.000000000000000222044604925031
ALChilton County,0.000000000000000222044604925031
ALChoctaw County,0.000000000000000000000000000000
ALClarke County,-0.000000000000000111022302462516
ALClay County,0.000000000000000222044604925031
ALCleburne County,-0.000000000000000222044604925031
ALCoffee County,0.000000000000000444089209850063
ALColbert County,0.000000000000000222044604925031
ALConecuh County,-0.000000000000000222044604925031
ALCoosa County,0.000000000000000000000000000000
ALCovington County,0.000000000000000222044604925031
ALCrenshaw County,0.000000000000000222044604925031
ALCullman County,0.000000000000000000000000000000
ALDale County,0.000000000000000222044604925031
ALDallas County,-0.000000000000000333066907387547
ALDekalb County,0.000000000000000444089209850063
ALElmore County,-0.000000000000000222044604925031
ALEscambia County,0.000000000000000000000000000000
ALEtowah County,0.000000000000000222044604925031
ALFayette County,0.000000000000000444089209850063
ALFranklin County,0.000000000000000444089209850063
ALGeneva County,0.000000000000000222044604925031
ALGreene County,0.000000000000000000000000000000
ALHale County,-0.000000000000000111022302462516
ALHenry County,-0.000000000000000333066907387547
ALHouston County,0.000000000000000000000000000000
ALJackson County,0.000000000000000000000000000000
ALJefferson County,0.000000000000000222044604925031
ALLamar County,0.000000000000000000000000000000
ALLauderdale County,-0.000000000000000222044604925031
ALLawrence County,-0.000000000000000222044604925031
ALLee County,0.000000000000000222044604925031
ALLimestone County,0.000000000000000000000000000000
ALLowndes County,0.000000000000000000000000000000
ALMacon County,0.000000000000000000000000000000
ALMadison County,0.000000000000000000000000000000
ALMarengo County,-0.000000000000000444089209850063
ALMarion County,-0.000000000000000222044604925031
ALMarshall County,0.000000000000000000000000000000
ALMobile County,-0.092781975732187800000000000000
ALMonroe County,0.000000000000000000000000000000
ALMontgomery County,-0.000000000000001221245327087670
ALMorgan County,0.000000000000000222044604925031
ALPerry County,0.000000000000000444089209850063
ALPickens County,0.000000000000000000000000000000
ALPike County,0.000000000000000000000000000000
ALRandolph County,0.000000000000000222044604925031
ALRussell County,0.000000000000000000000000000000
ALShelby County,-0.000000000000000333066907387547
ALSt. Clair County,0.000000000000000000000000000000
ALSumter County,0.000000000000000222044604925031
ALTalladega County,0.000000000000000444089209850063
ALTallapoosa County,-0.000000000000000333066907387547
ALTuscaloosa County,0.000000000000000222044604925031
ALWalker County,0.000000000000000222044604925031
ALWashington County,0.000000000000000222044604925031
ALWilcox County,0.000000000000000000000000000000
ALWinston County,-0.000000000000000666133814775094
ARArkansas County,0.000000000000000000000000000000
ARAshley County,0.000000000000000000000000000000
ARBaxter County,0.000000000000000000000000000000
ARBenton County,0.000000000000000000000000000000
ARBoone County,0.000000000000000000000000000000
ARBradley County,0.000000000000000000000000000000
ARCalhoun County,0.000000000000000000000000000000
ARCarroll County,0.000000000000000000000000000000
ARChicot County,0.000000000000000000000000000000
ARClark County,0.000000000000000000000000000000
ARClay County,0.000000000000000000000000000000
ARCleburne County,0.000000000000000000000000000000
ARCleveland County,0.000000000000000000000000000000
ARColumbia County,0.000000000000000000000000000000
ARConway County,0.000000000000000000000000000000
ARCraighead County,0.000000000000000000000000000000
ARCrawford County,0.000000000000000000000000000000
ARCrittenden County,0.000000000000000000000000000000
ARCross County,0.000000000000000000000000000000
ARDallas County,0.000000000000000000000000000000
ARDesha County,0.000000000000000000000000000000
ARDrew County,0.000000000000000000000000000000
ARFaulkner County,0.000000000000000000000000000000
ARFranklin County,0.000000000000000000000000000000
ARFulton County,0.000000000000000000000000000000
ARGarland County,0.000000000000000000000000000000
ARGrant County,0.000000000000000000000000000000
ARGreene County,0.000000000000000000000000000000
ARHempstead County,0.000000000000000000000000000000
ARHot Spring County,0.000000000000000000000000000000
ARHoward County,0.000000000000000000000000000000
ARIndependence County,0.000000000000000000000000000000
ARIzard County,0.000000000000000000000000000000
ARJackson County,0.000000000000000000000000000000
ARJefferson County,0.000000000000000000000000000000
ARJohnson County,0.000000000000000000000000000000
ARLafayette County,0.000000000000000000000000000000
ARLawrence County,0.000000000000000000000000000000
ARLee County,0.000000000000000000000000000000
ARLincoln County,0.000000000000000000000000000000
ARLittle River County,0.000000000000000000000000000000
ARLogan County,0.000000000000000000000000000000
ARLonoke County,0.000000000000000000000000000000
ARMadison County,0.000000000000000000000000000000
ARMarion County,0.000000000000000000000000000000
ARMiller County,0.000000000000000000000000000000
ARMississippi County,0.000000000000000000000000000000
ARMonroe County,0.000000000000000000000000000000
ARMontgomery County,0.000000000000000000000000000000
ARNevada County,0.000000000000000000000000000000
ARNewton County,0.000000000000000000000000000000
AROuachita County,0.000000000000000000000000000000
ARPerry County,0.000000000000000000000000000000
ARPhillips County,0.000000000000000000000000000000
ARPike County,0.000000000000000000000000000000
