Country,State,County,StateCounty,1,2,3,4,5,6
US,AL,Jefferson County,ALJefferson County,0,-0.039692872,0.153263539,-0.039692872,-0.300422007,-0.300422007
US,AL,Lamar County,ALLamar County,0,-0.036537157,0.143536527,-0.036537157,-0.27467016,-0.27467016
US,AL,Lauderdale County,ALLauderdale County,0,-0.038951257,0.132379896,-0.038951257,-0.286656519,-0.286656519
US,AL,Lawrence County,ALLawrence County,0,-0.038953779,0.131648372,-0.038953779,-0.288863495,-0.288863495
US,AL,Lee County,ALLee County,0,-0.034524189,0.129586475,-0.034524189,-0.266175107,-0.266175107
US,AL,Limestone County,ALLimestone County,0,-0.040663158,0.130199825,-0.040663158,-0.28986637,-0.28986637
US,AL,Lowndes County,ALLowndes County,0,-0.034752739,0.12916932,-0.034752739,-0.268596752,-0.268596752
US,AL,Macon County,ALMacon County,0,-0.034308587,0.131059075,-0.034308587,-0.263947677,-0.263947677
US,AL,Madison County,ALMadison County,0,-0.035771545,0.12899037,-0.035771545,-0.262408651,-0.262408651
US,AL,Marengo County,ALMarengo County,0,-0.034696173,0.126870428,-0.034696173,-0.267192832,-0.267192832
US,AL,Marion County,ALMarion County,0,-0.037689276,0.141202582,-0.037689276,-0.281089627,-0.281089627
US,AL,Marshall County,ALMarshall County,0,-0.037079881,0.129130044,-0.037079881,-0.276258965,-0.276258965
US,AL,Mobile County,ALMobile County,0,-0.038836463,0.132281256,-0.038836463,-0.283453422,-0.283453422
US,AL,Monroe County,ALMonroe County,0,-0.035196843,0.123556845,-0.035196843,-0.268490789,-0.268490789
US,AL,Montgomery County,ALMontgomery County,0,-0.033747962,0.133432609,-0.033747962,-0.257122603,-0.257122603
US,AL,Morgan County,ALMorgan County,0,-0.038872165,0.132084422,-0.038872165,-0.283776728,-0.283776728
US,AL,Perry County,ALPerry County,0,-0.034705397,0.121714552,-0.034705397,-0.269195795,-0.269195795
US,AL,Pickens County,ALPickens County,0,-0.035974015,0.135617337,-0.035974015,-0.270549374,-0.270549374
US,AL,Pike County,ALPike County,0,-0.035027325,0.132475237,-0.035027325,-0.270304313,-0.270304313
US,AL,Randolph County,ALRandolph County,0,-0.034129669,0.132055728,-0.034129669,-0.26382502,-0.26382502
US,AL,Russell County,ALRussell County,0,-0.033658835,0.128979081,-0.033658835,-0.261104701,-0.261104701
US,AL,Shelby County,ALShelby County,0,-0.040748186,0.154303635,-0.040748186,-0.299720969,-0.299720969
US,AL,St. Clair County,ALSt. Clair County,0,-0.035668001,0.13228041,-0.035668001,-0.272178155,-0.272178155
US,AL,Sumter County,ALSumter County,0,-0.035793176,0.137290316,-0.035793176,-0.270369462,-0.270369462
US,AL,Talladega County,ALTalladega County,0,-0.034548718,0.127449113,-0.034548718,-0.268704707,-0.268704707
US,AL,Tallapoosa County,ALTallapoosa County,0,-0.034619813,0.12758979,-0.034619813,-0.268622782,-0.268622782
US,AL,Tuscaloosa County,ALTuscaloosa County,0,-0.036918011,0.139669027,-0.036918011,-0.277419387,-0.277419387
US,AL,Walker County,ALWalker County,0,-0.036389111,0.132276366,-0.036389111,-0.280465102,-0.280465102
US,AL,Washington County,ALWashington County,0,-0.038984695,0.14000085,-0.038984695,-0.283829766,-0.283829766
US,AL,Wilcox County,ALWilcox County,0,-0.034591503,0.12500797,-0.034591503,-0.267003143,-0.267003143
US,AL,Winston County,ALWinston County,0,-0.037847089,0.137027804,-0.037847089,-0.284588949,-0.284588949
US,AR,Arkansas County,ARArkansas County,0,-0.037034255,0.1383224,-0.037034255,-0.275607127,-0.275607127
US,AR,Ashley County,ARAshley County,0,-0.038167267,0.143127471,-0.038167267,-0.2825229,-0.2825229
US,AR,Baxter County,ARBaxter County,0,-0.038377804,0.142845514,-0.038377804,-0.280629466,-0.280629466
US,AR,Benton County,ARBenton County,0,-0.038912666,0.125172374,-0.038912666,-0.284161819,-0.284161819
US,AR,Boone County,ARBoone County,0,-0.037069083,0.131613637,-0.037069083,-0.279029646,-0.279029646
US,AR,Bradley County,ARBradley County,0,-0.037668923,0.133823562,-0.037668923,-0.278930447,-0.278930447
US,AR,Calhoun County,ARCalhoun County,0,-0.036565374,0.13300413,-0.036565374,-0.274799867,-0.274799867
US,AR,Carroll County,ARCarroll County,0,-0.037590504,0.1278007,-0.037590504,-0.282767419,-0.282767419
US,AR,Chicot County,ARChicot County,0,-0.037178685,0.135565082,-0.037178685,-0.278862364,-0.278862364
US,AR,Clark County,ARClark County,0,-0.037857845,0.12976513,-0.037857845,-0.276570001,-0.276570001
US,AR,Clay County,ARClay County,0,-0.03900649,0.1435083,-0.03900649,-0.286215877,-0.286215877
US,AR,Cleburne County,ARCleburne County,0,-0.037228251,0.137584201,-0.037228251,-0.278433041,-0.278433041
US,AR,Cleveland County,ARCleveland County,0,-0.036565374,0.13300413,-0.036565374,-0.274799867,-0.274799867
US,AR,Columbia County,ARColumbia County,0,-0.038966222,0.12023145,-0.038966222,-0.281363861,-0.281363861
US,AR,Conway County,ARConway County,0,-0.036916418,0.130465148,-0.036916418,-0.278159438,-0.278159438
US,AR,Craighead County,ARCraighead County,0,-0.036546229,0.131488288,-0.036546229,-0.280037911,-0.280037911
US,AR,Crawford County,ARCrawford County,0,-0.038360358,0.134432702,-0.038360358,-0.283553356,-0.283553356
US,AR,Crittenden County,ARCrittenden County,0,-0.037473817,0.138369809,-0.037473817,-0.288823789,-0.288823789
US,AR,Cross County,ARCross County,0,-0.03647319,0.133646175,-0.03647319,-0.277611973,-0.277611973
US,AR,Dallas County,ARDallas County,0,-0.037127177,0.134078376,-0.037127177,-0.277371812,-0.277371812
US,AR,Desha County,ARDesha County,0,-0.036876121,0.140382095,-0.036876121,-0.274761298,-0.274761298
US,AR,Drew County,ARDrew County,0,-0.037040353,0.140578944,-0.037040353,-0.276665886,-0.276665886
US,AR,Faulkner County,ARFaulkner County,0,-0.038387841,0.136222624,-0.038387841,-0.279898144,-0.279898144
US,AR,Franklin County,ARFranklin County,0,-0.038948393,0.136458818,-0.038948393,-0.284498201,-0.284498201
US,AR,Fulton County,ARFulton County,0,-0.037949063,0.142923944,-0.037949063,-0.278704826,-0.278704826
US,AR,Garland County,ARGarland County,0,-0.038089417,0.128976752,-0.038089417,-0.280634797,-0.280634797
US,AR,Grant County,ARGrant County,0,-0.036525216,0.133235172,-0.036525216,-0.274635377,-0.274635377
US,AR,Greene County,ARGreene County,0,-0.039267497,0.146046361,-0.039267497,-0.286388338,-0.286388338
US,AR,Hempstead County,ARHempstead County,0,-0.040972617,0.11924246,-0.040972617,-0.292477463,-0.292477463
US,AR,Hot Spring County,ARHot Spring County,0,-0.036493231,0.131141959,-0.036493231,-0.275091981,-0.275091981
US,AR,Howard County,ARHoward County,0,-0.040503773,0.125233254,-0.040503773,-0.289341641,-0.289341641
US,AR,Independence County,ARIndependence County,0,-0.036729445,0.139864756,-0.036729445,-0.276527087,-0.276527087
US,AR,Izard County,ARIzard County,0,-0.037902467,0.1431321,-0.037902467,-0.278851202,-0.278851202
US,AR,Jackson County,ARJackson County,0,-0.036193643,0.135217913,-0.036193643,-0.27558159,-0.27558159
US,AR,Jefferson County,ARJefferson County,0,-0.03765454,0.139748753,-0.03765454,-0.275371009,-0.275371009
US,AR,Johnson County,ARJohnson County,0,-0.03743845,0.12986567,-0.03743845,-0.27955273,-0.27955273
US,AR,Lafayette County,ARLafayette County,0,-0.040795881,0.127285584,-0.040795881,-0.288719115,-0.288719115
US,AR,Lawrence County,ARLawrence County,0,-0.037661065,0.140705275,-0.037661065,-0.279041132,-0.279041132
US,AR,Lee County,ARLee County,0,-0.036959527,0.134001099,-0.036959527,-0.276134467,-0.276134467
US,AR,Lincoln County,ARLincoln County,0,-0.038044213,0.143952556,-0.038044213,-0.278487536,-0.278487536
US,AR,Little River County,ARLittle River County,0,-0.042365076,0.117186491,-0.042365076,-0.298933242,-0.298933242
US,AR,Logan County,ARLogan County,0,-0.038707635,0.135158,-0.038707635,-0.282617666,-0.282617666
US,AR,Lonoke County,ARLonoke County,0,-0.037407552,0.130528295,-0.037407552,-0.275566485,-0.275566485
US,AR,Madison County,ARMadison County,0,-0.037525428,0.130259177,-0.037525428,-0.282816751,-0.282816751
US,AR,Marion County,ARMarion County,0,-0.03767611,0.13526328,-0.03767611,-0.277337094,-0.277337094
US,AR,Miller County,ARMiller County,0,-0.042674917,0.129704117,-0.042674917,-0.296052128,-0.296052128
US,AR,Mississippi County,ARMississippi County,0,-0.037929553,0.127022424,-0.037929553,-0.283930795,-0.283930795
US,AR,Monroe County,ARMonroe County,0,-0.036568102,0.135318583,-0.036568102,-0.274027968,-0.274027968
US,AR,Montgomery County,ARMontgomery County,0,-0.038586691,0.131867085,-0.038586691,-0.280732059,-0.280732059
US,AR,Nevada County,ARNevada County,0,-0.038619665,0.131381599,-0.038619665,-0.280322741,-0.280322741
US,AR,Newton County,ARNewton County,0,-0.036327377,0.128980455,-0.036327377,-0.277684709,-0.277684709
US,AR,Ouachita County,AROuachita County,0,-0.038801872,0.132593557,-0.038801872,-0.282536325,-0.282536325
US,AR,Perry County,ARPerry County,0,-0.037439077,0.13169555,-0.037439077,-0.27803869,-0.27803869
US,AR,Phillips County,ARPhillips County,0,-0.036712262,0.135118693,-0.036712262,-0.274450007,-0.274450007
US,AR,Pike County,ARPike County,0,-0.038688232,0.13112195,-0.038688232,-0.279942393,-0.279942393
US,AR,Poinsett County,ARPoinsett County,0,-0.036907189,0.132734122,-0.036907189,-0.281107338,-0.281107338
US,AR,Polk County,ARPolk County,0,-0.041216814,0.136760781,-0.041216814,-0.290821557,-0.290821557
US,AR,Pope County,ARPope County,0,-0.037274203,0.128395618,-0.037274203,-0.278272449,-0.278272449
US,AR,Prairie County,ARPrairie County,0,-0.036515198,0.131912619,-0.036515198,-0.274290768,-0.274290768
US,AR,Pulaski County,ARPulaski County,0,-0.03559401,0.134485445,-0.03559401,-0.275488215,-0.275488215
US,AR,Randolph County,ARRandolph County,0,-0.039497541,0.149148161,-0.039497541,-0.284419693,-0.284419693
US,AR,Saline County,ARSaline County,0,-0.039123916,0.150254802,-0.039123916,-0.283784834,-0.283784834
US,AR,Scott County,ARScott County,0,-0.040069499,0.136265524,-0.040069499,-0.287573809,-0.287573809
US,AR,Searcy County,ARSearcy County,0,-0.037261752,0.136236685,-0.037261752,-0.278815825,-0.278815825
US,AR,Sebastian County,ARSebastian County,0,-0.037525238,0.126048705,-0.037525238,-0.286375235,-0.286375235
US,AR,Sevier County,ARSevier County,0,-0.042012271,0.123491067,-0.042012271,-0.296372662,-0.296372662
US,AR,Sharp County,ARSharp County,0,-0.038004465,0.143039913,-0.038004465,-0.278549767,-0.278549767
US,AR,St. Francis County,ARSt. Francis County,0,-0.037087663,0.135386096,-0.037087663,-0.278819749,-0.278819749
US,AR,Stone County,ARStone County,0,-0.03719737,0.138625917,-0.03719737,-0.279625122,-0.279625122
US,AR,Union County,ARUnion County,0,-0.0385267,0.13008254,-0.0385267,-0.281829557,-0.281829557
US,AR,Van Buren County,ARVan Buren County,0,-0.037418082,0.136117181,-0.037418082,-0.279826824,-0.279826824
US,AR,Washington County,ARWashington County,0,-0.038427322,0.13010258,-0.038427322,-0.282591365,-0.282591365
US,AR,White County,ARWhite County,0,-0.036384133,0.131768055,-0.036384133,-0.275534844,-0.275534844
US,AR,Woodruff County,ARWoodruff County,0,-0.035631316,0.131429857,-0.035631316,-0.274698753,-0.274698753
US,AR,Yell County,ARYell County,0,-0.038237414,0.129988308,-0.038237414,-0.281131311,-0.281131311
US,AZ,Apache County,AZApache County,0,-0.056392509,0.050505332,-0.056392509,-0.37126719,-0.37126719
US,AZ,Cochise County,AZCochise County,0,-0.09546053,0.031559624,-0.09546053,-0.407357821,-0.407357821
US,AZ,Coconino County,AZCoconino County,0,-0.055619231,0.085067511,-0.055619231,-0.355964535,-0.355964535
US,AZ,Gila County,AZGila County,0,-0.058744643,0.021826972,-0.058744643,-0.384057524,-0.384057524
US,AZ,Graham County,AZGraham County,0,-0.058610243,0.022443952,-0.058610243,-0.37875207,-0.37875207
US,AZ,Greenlee County,AZGreenlee County,0,-0.050664662,0.03690744,-0.050664662,-0.359600358,-0.359600358
US,AZ,La Paz County,AZLa Paz County,0,-0.054461523,0.025034028,-0.054461523,-0.379109351,-0.379109351
US,AZ,Maricopa County,AZMaricopa County,0,-0.053403263,0.027119198,-0.053403263,-0.377587349,-0.377587349
US,AZ,Mohave County,AZMohave County,0,-0.050666845,0.047261437,-0.050666845,-0.360007685,-0.360007685
US,AZ,Navajo County,AZNavajo County,0,-0.055939326,0.045285141,-0.055939326,-0.367188394,-0.367188394
US,AZ,Pima County,AZPima County,0,-0.096956901,0.030136899,-0.096956901,-0.408837745,-0.408837745
US,AZ,Pinal County,AZPinal County,0,-0.053078967,0.023310803,-0.053078967,-0.376748468,-0.376748468
US,AZ,Santa Cruz County,AZSanta Cruz County,0,-0.106777395,0.03131428,-0.106777395,-0.416847601,-0.416847601
US,AZ,Yavapai County,AZYavapai County,0,-0.051632603,0.029624539,-0.051632603,-0.365401283,-0.365401283
US,AZ,Yuma County,AZYuma County,0,-0.059658509,0.038450328,-0.059658509,-0.370098877,-0.370098877
US,CA,Alameda County,CAAlameda County,0,-0.043186708,0.199677054,-0.043186708,-0.287217238,-0.287217238
US,CA,Alpine County,CAAlpine County,0,-0.053660275,0.254356911,-0.053660275,-0.324827676,-0.324827676
US,CA,Amador County,CAAmador County,0,-0.047233745,0.172320875,-0.047233745,-0.340896506,-0.340896506
US,CA,Butte County,CAButte County,0,-0.038918766,0.170937153,-0.038918766,-0.298228653,-0.298228653
US,CA,Calaveras County,CACalaveras County,0,-0.046573628,0.179371085,-0.046573628,-0.333111848,-0.333111848
US,CA,Colusa County,CAColusa County,0,-0.038430499,0.16909109,-0.038430499,-0.292893405,-0.292893405
US,CA,Contra Costa County,CAContra Costa County,0,-0.042375287,0.193884152,-0.042375287,-0.287432248,-0.287432248
US,CA,Del Norte County,CADel Norte County,0,-0.082335953,0.410971461,-0.082335953,-0.385137645,-0.385137645
US,CA,El Dorado County,CAEl Dorado County,0,-0.045141026,0.204883895,-0.045141026,-0.32430295,-0.32430295
US,CA,Fresno County,CAFresno County,0,-0.048446358,0.133737988,-0.048446358,-0.355754188,-0.355754188
US,CA,Glenn County,CAGlenn County,0,-0.037925239,0.1658993,-0.037925239,-0.2830384,-0.2830384
US,CA,Humboldt County,CAHumboldt County,0,-0.065523768,0.319964581,-0.065523768,-0.37120139,-0.37120139
US,CA,Imperial County,CAImperial County,0,-0.047517114,0.184421482,-0.047517114,-0.308376534,-0.308376534
US,CA,Inyo County,CAInyo County,0,-0.058450139,0.258568015,-0.058450139,-0.352185352,-0.352185352
US,CA,Kern County,CAKern County,0,-0.048703795,0.224605524,-0.048703795,-0.321444123,-0.321444123
US,CA,Kings County,CAKings County,0,-0.044167321,0.205813534,-0.044167321,-0.313234224,-0.313234224
US,CA,Lake County,CALake County,0,-0.031710707,0.147372208,-0.031710707,-0.253918588,-0.253918588
US,CA,Lassen County,CALassen County,0,-0.050197023,0.213698298,-0.050197023,-0.329336581,-0.329336581
US,CA,Los Angeles County,CALos Angeles County,0,-0.037897322,0.170952243,-0.037897322,-0.275077402,-0.275077402
US,CA,Madera County,CAMadera County,0,-0.050063625,0.187626815,-0.050063625,-0.343037725,-0.343037725
US,CA,Marin County,CAMarin County,0,-0.029111284,0.133789715,-0.029111284,-0.221743392,-0.221743392
US,CA,Mariposa County,CAMariposa County,0,-0.039617574,0.158465026,-0.039617574,-0.307799403,-0.307799403
US,CA,Mendocino County,CAMendocino County,0,-0.039205353,0.178074519,-0.039205353,-0.294199535,-0.294199535
US,CA,Merced County,CAMerced County,0,-0.047459765,0.174309978,-0.047459765,-0.334409985,-0.334409985
US,CA,Modoc County,CAModoc County,0,-0.050087802,0.104167073,-0.050087802,-0.355360019,-0.355360019
US,CA,Mono County,CAMono County,0,-0.060879963,0.294207409,-0.060879963,-0.344778885,-0.344778885
US,CA,Monterey County,CAMonterey County,0,-0.038580198,0.174706367,-0.038580198,-0.304010512,-0.304010512
US,CA,Napa County,CANapa County,0,-0.031404521,0.140602508,-0.031404521,-0.248293522,-0.248293522
US,CA,Nevada County,CANevada County,0,-0.033147728,0.146317247,-0.033147728,-0.274558503,-0.274558503
US,CA,Orange County,CAOrange County,0,-0.046333626,0.202852967,-0.046333626,-0.313334822,-0.313334822
US,CA,Placer County,CAPlacer County,0,-0.040010821,0.178471933,-0.040010821,-0.302630356,-0.302630356
US,CA,Plumas County,CAPlumas County,0,-0.042806327,0.200644852,-0.042806327,-0.295640482,-0.295640482
US,CA,Riverside County,CARiverside County,0,-0.04421929,0.200021701,-0.04421929,-0.310224607,-0.310224607
US,CA,Sacramento County,CASacramento County,0,-0.041501921,0.17617945,-0.041501921,-0.306948769,-0.306948769
US,CA,San Benito County,CASan Benito County,0,-0.043201373,0.199551362,-0.043201373,-0.317972801,-0.317972801
US,CA,San Bernardino County,CASan Bernardino County,0,-0.050933555,0.225959066,-0.050933555,-0.305131473,-0.305131473
US,CA,San Diego County,CASan Diego County,0,-0.051113655,0.199502657,-0.051113655,-0.388504332,-0.388504332
US,CA,San Francisco County,CASan Francisco County,0,-0.043099983,0.200451343,-0.043099983,-0.28459453,-0.28459453
US,CA,San Joaquin County,CASan Joaquin County,0,-0.035707073,0.139911385,-0.035707073,-0.293403243,-0.293403243
US,CA,San Luis Obispo County,CASan Luis Obispo County,0,-0.046251583,0.210729927,-0.046251583,-0.313374737,-0.313374737
US,CA,San Mateo County,CASan Mateo County,0,-0.041635115,0.194781751,-0.041635115,-0.278184097,-0.278184097
US,CA,Santa Barbara County,CASanta Barbara County,0,-0.048222828,0.219781747,-0.048222828,-0.328728159,-0.328728159
US,CA,Santa Clara County,CASanta Clara County,0,-0.037721932,0.175114553,-0.037721932,-0.264332069,-0.264332069
US,CA,Santa Cruz County,CASanta Cruz County,0,-0.038484975,0.17907312,-0.038484975,-0.282512689,-0.282512689
US,CA,Shasta County,CAShasta County,0,-0.048688259,0.222244243,-0.048688259,-0.338138573,-0.338138573
US,CA,Sierra County,CASierra County,0,-0.038441993,0.17620858,-0.038441993,-0.283279803,-0.283279803
US,CA,Siskiyou County,CASiskiyou County,0,-0.058748337,0.266584097,-0.058748337,-0.358571168,-0.358571168
US,CA,Solano County,CASolano County,0,-0.034593011,0.15361794,-0.034593011,-0.261834646,-0.261834646
US,CA,Sonoma County,CASonoma County,0,-0.029786695,0.132638958,-0.029786695,-0.244679261,-0.244679261
US,CA,Stanislaus County,CAStanislaus County,0,-0.036197934,0.162229306,-0.036197934,-0.284210649,-0.284210649
US,CA,Sutter County,CASutter County,0,-0.037698497,0.168771465,-0.037698497,-0.286824446,-0.286824446
US,CA,Tehama County,CATehama County,0,-0.043232154,0.190177129,-0.043232154,-0.31199519,-0.31199519
US,CA,Trinity County,CATrinity County,0,-0.056072994,0.258963223,-0.056072994,-0.35886188,-0.35886188
US,CA,Tulare County,CATulare County,0,-0.049870963,0.232163749,-0.049870963,-0.330001827,-0.330001827
US,CA,Tuolumne County,CATuolumne County,0,-0.038969937,0.176623311,-0.038969937,-0.298700045,-0.298700045
US,CA,Ventura County,CAVentura County,0,-0.042180733,0.192461411,-0.042180733,-0.291485865,-0.291485865
US,CA,Yolo County,CAYolo County,0,-0.03212061,0.143145959,-0.03212061,-0.262540588,-0.262540588
US,CA,Yuba County,CAYuba County,0,-0.03467719,0.154642163,-0.03467719,-0.273452267,-0.273452267
US,CO,Adams County,COAdams County,0,-0.054793996,0.042217658,-0.054793996,-0.362144582,-0.362144582
US,CO,Alamosa County,COAlamosa County,0,-0.053714986,0.038957136,-0.053714986,-0.362312256,-0.362312256
US,CO,Arapahoe County,COArapahoe County,0,-0.055752746,0.046319492,-0.055752746,-0.368834857,-0.368834857
US,CO,Archuleta County,COArchuleta County,0,-0.066267506,0.027772277,-0.066267506,-0.373663452,-0.373663452
US,CO,Baca County,COBaca County,0,-0.049712793,0.077909907,-0.049712793,-0.334783716,-0.334783716
US,CO,Bent County,COBent County,0,-0.056700614,0.052432738,-0.056700614,-0.361862315,-0.361862315
US,CO,Boulder County,COBoulder County,0,-0.055055231,0.051326006,-0.055055231,-0.367426869,-0.367426869
US,CO,Broomfield County,COBroomfield County,0,-0.052912213,0.042053842,-0.052912213,-0.364265938,-0.364265938
US,CO,Chaffee County,COChaffee County,0,-0.051325502,0.045621399,-0.051325502,-0.349618384,-0.349618384
US,CO,Cheyenne County,COCheyenne County,0,-0.051238027,0.076667462,-0.051238027,-0.333988604,-0.333988604
US,CO,Clear Creek County,COClear Creek County,0,-0.051696189,0.056494569,-0.051696189,-0.353325407,-0.353325407
US,CO,Conejos County,COConejos County,0,-0.053697981,0.03738985,-0.053697981,-0.365082491,-0.365082491
US,CO,Costilla County,COCostilla County,0,-0.053457956,0.037576267,-0.053457956,-0.365475488,-0.365475488
US,CO,Crowley County,COCrowley County,0,-0.060874907,0.061556337,-0.060874907,-0.364438647,-0.364438647
US,CO,Custer County,COCuster County,0,-0.054103116,0.060372336,-0.054103116,-0.353764599,-0.353764599
US,CO,Delta County,CODelta County,0,-0.069650911,0.052918065,-0.069650911,-0.374488279,-0.374488279
US,CO,Denver County,CODenver County,0,-0.054209351,0.054152604,-0.054209351,-0.356246057,-0.356246057
US,CO,Dolores County,CODolores County,0,-0.066248028,0.038004404,-0.066248028,-0.387389729,-0.387389729
