StateCounty,Unknown,Metal sheathing,Built-up or single ply membrane,Concrete/clay tiles,Wood shakes,Normal shingle,Shingle rated for high wind speeds
AKNome Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKNorth Slope Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKNorthwest Arctic Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKPeninsula And Lake Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKPetersburg Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKPrince Of Wales-Hyder Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKSitka Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKSkagway Municipality,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKSoutheast Fairbanks Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKValdez-Cordova Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKWrangell City And Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKYakutat Borough,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AKYukon-Koyukuk Census Area,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ALAutauga County,0.0000000000000000,-0.1785343842474830,-0.1377644949898680,0.2570918224899090,-0.0417520049916429,0.0417520049916436,-0.1135730744362870
ALBaldwin County,0.0000000000000000,-0.1197424436197490,-0.0730305779377181,0.1707645108704640,-0.0212617717590468,0.0226459655800115,-0.0510287232609882
ALBarbour County,0.0000000000000000,-0.1731597849822180,-0.1283001231910140,0.2466787149892200,-0.0391261456377856,0.0391310933265738,-0.1043756244635700
ALBibb County,0.0000000000000000,-0.1796079313772960,-0.1396915725462220,0.2592158627545920,-0.0424558605185840,0.0424558605185839,-0.1158774747085410
ALBlount County,0.0000000000000000,-0.1845297573474910,-0.1495836332743810,0.2690595146949810,-0.0444684888966137,0.0444684888966136,-0.1238380989207020
ALBullock County,0.0000000000000000,-0.1766631783615100,-0.1345172018756890,0.2534329987336500,-0.0410834195639352,0.0410834195639349,-0.1101501661692470
ALButler County,0.0000000000000000,-0.1725188036535190,-0.1278424836910430,0.2461634719216060,-0.0388479873949478,0.0388833298939510,-0.1040532408410500
ALCalhoun County,0.0000000000000000,-0.1870026057859660,-0.1540541621185250,0.2740052115719310,-0.0459782148258976,0.0459782148258980,-0.1278134452895270
ALChambers County,0.0000000000000000,-0.1811828792928240,-0.1426842644446360,0.2623657585856480,-0.0431301663756777,0.0431301663756778,-0.1179622984634930
ALCherokee County,0.0000000000000000,-0.1846849491316910,-0.1494212497631670,0.2693698982633830,-0.0450913853030608,0.0450913853030606,-0.1236246259191560
ALChilton County,0.0000000000000000,-0.1799125643938770,-0.1401184911366750,0.2598251287877550,-0.0426680982472464,0.0426680982472465,-0.1160510146506680
ALChoctaw County,0.0000000000000000,-0.1704972419399190,-0.1246915898583530,0.2425302413963850,-0.0381657394302528,0.0381824821632768,-0.1010372377441650
ALClarke County,0.0000000000000000,-0.1669746424394210,-0.1183404341808350,0.2350028958022360,-0.0363939050577100,0.0364199624515109,-0.0940410907803284
ALClay County,0.0000000000000000,-0.1842001937391410,-0.1485015468392690,0.2684003874782810,-0.0445079867142576,0.0445079867142570,-0.1234350330068610
ALCleburne County,0.0000000000000000,-0.1855445873778100,-0.1511636791626040,0.2710891747556200,-0.0453330525721114,0.0453330525721116,-0.1255277169599780
ALCoffee County,0.0000000000000000,-0.1684434348221140,-0.1217634372146480,0.2389890782877510,-0.0370875856872164,0.0371936650116291,-0.0981281086097768
ALColbert County,0.0000000000000000,-0.1817861327364340,-0.1445695178951050,0.2635722654728680,-0.0432466567548422,0.0432466567548424,-0.1189322519407380
ALConecuh County,0.0000000000000000,-0.1664216106944060,-0.1191413012141770,0.2358267777624690,-0.0363067600182129,0.0365357914698978,-0.0954029266163047
ALCoosa County,0.0000000000000000,-0.1830789703610710,-0.1463238283006180,0.2661579407221410,-0.0439179109445945,0.0439179109445946,-0.1214587935141790
ALCovington County,0.0000000000000000,-0.1633727509205460,-0.1147004006680610,0.2304244579610410,-0.0351174082787680,0.0352286383766383,-0.0910236401309343
ALCrenshaw County,0.0000000000000000,-0.1748820616576650,-0.1317542924679180,0.2502425624416730,-0.0400691173903528,0.0400992044883641,-0.1076571988171040
ALCullman County,0.0000000000000000,-0.1836053346326090,-0.1478987441074720,0.2672106692652180,-0.0440191100342928,0.0440191100342933,-0.1221879466741450
ALDale County,0.0000000000000000,-0.1697367369855220,-0.1232755036881960,0.2409356710339880,-0.0375084397232833,0.0375726566554135,-0.0995518747571316
ALDallas County,0.0000000000000000,-0.1736495889931590,-0.1289694234546160,0.2473958027258180,-0.0394359713079943,0.0394359713079935,-0.1049885514128170
ALDekalb County,0.0000000000000000,-0.1854393945511000,-0.1511962093835050,0.2708787891022000,-0.0452146293518217,0.0452146293518227,-0.1248925875148490
ALElmore County,0.0000000000000000,-0.1790312626652290,-0.1388752941482680,0.2581095221063870,-0.0420029113824648,0.0420029113824649,-0.1143994513894730
ALEscambia County,0.0000000000000000,-0.1546847758397530,-0.1039947467758380,0.2168751545216640,-0.0319274461232503,0.0321832289504904,-0.0802564043752126
ALEtowah County,0.0000000000000000,-0.1861475499328800,-0.1524398093706880,0.2722950998657610,-0.0454442016728903,0.0454442016728900,-0.1264331116141670
ALFayette County,0.0000000000000000,-0.1812828705311140,-0.1434446679373890,0.2625657410622300,-0.0426823000553471,0.0426823000553476,-0.1185827163857340
ALFranklin County,0.0000000000000000,-0.1824434992267690,-0.1457977800751380,0.2648869984535380,-0.0436380813973264,0.0436380813973258,-0.1198038326406190
ALGeneva County,0.0000000000000000,-0.1621047054151010,-0.1128662715118000,0.2286135849061920,-0.0345701573585754,0.0347894527302155,-0.0892804493737521
ALGreene County,0.0000000000000000,-0.1756187420607110,-0.1336899878678110,0.2520526965019440,-0.0407003814313156,0.0407003814313160,-0.1091319577510980
ALHale County,0.0000000000000000,-0.1743560083208460,-0.1309262811151660,0.2496384403077030,-0.0397809402673028,0.0397809402673033,-0.1071578095519290
ALHenry County,0.0000000000000000,-0.1707395238603580,-0.1245385801001560,0.2423203496715090,-0.0380255156693884,0.0380437953858157,-0.1006939891460540
ALHouston County,0.0000000000000000,-0.1668975087270430,-0.1190553216827590,0.2358742437411680,-0.0362988679765327,0.0363663814003539,-0.0951084112839394
ALJackson County,0.0000000000000000,-0.1845395209726710,-0.1496952054566300,0.2690790419453440,-0.0446080048505988,0.0446080048505990,-0.1230915106656930
ALJefferson County,0.0000000000000000,-0.1836340835868510,-0.1478063395217020,0.2672681671737020,-0.0438935937768170,0.0438935937768150,-0.1226101317168050
ALLamar County,0.0000000000000000,-0.1808395696293150,-0.1424864738792580,0.2616791392586310,-0.0425366313542572,0.0425366313542568,-0.1175964334423340
ALLauderdale County,0.0000000000000000,-0.1818554408049630,-0.1445533565306420,0.2637108816099250,-0.0433313557256905,0.0433313557256911,-0.1189894345974540
ALLawrence County,0.0000000000000000,-0.1816055726454890,-0.1440551277237730,0.2632111452909780,-0.0430100705366150,0.0430100705366161,-0.1188734777802890
ALLee County,0.0000000000000000,-0.1798972439929090,-0.1403707734006280,0.2598629158429260,-0.0423034791053293,0.0423034791053292,-0.1159442694393850
ALLimestone County,0.0000000000000000,-0.1836420865914180,-0.1480481821730270,0.2672841731828350,-0.0442019434003755,0.0442019434003753,-0.1219449551453760
ALLowndes County,0.0000000000000000,-0.1752922538126270,-0.1323056163995490,0.2510184918389940,-0.0400995889923870,0.0400995889923865,-0.1082781611853040
ALMacon County,0.0000000000000000,-0.1786145857143400,-0.1379694388096670,0.2572755035709250,-0.0418537191642968,0.0418537191642969,-0.1135247173264080
ALMadison County,0.0000000000000000,-0.1854513253648320,-0.1516703959111450,0.2709026507296650,-0.0448460595505864,0.0448460595505868,-0.1250184929058660
ALMarengo County,0.0000000000000000,-0.1714201422979770,-0.1256121637587910,0.2435947004668890,-0.0383190217179438,0.0383190217179437,-0.1014186210426590
ALMarion County,0.0000000000000000,-0.1822662372565880,-0.1454335053781350,0.2645324745131750,-0.0435193547748153,0.0435193547748147,-0.1196716157202280
ALMarshall County,0.0000000000000000,-0.1839066026701320,-0.1484258557669320,0.2678132053402640,-0.0445700761437753,0.0445700761437746,-0.1223821854299240
ALMobile County,0.0000000000000000,-0.1181461001565490,-0.0726395198576389,0.1664770068330370,-0.0215847029967724,0.0224975583025071,-0.0516562473531291
ALMonroe County,0.0000000000000000,-0.1661560120651060,-0.1183183343342960,0.2350040218676290,-0.0362033409056115,0.0363200168435276,-0.0946848101969802
ALMontgomery County,0.0000000000000000,-0.1778812718184360,-0.1368839542416720,0.2558651936568200,-0.0412094612175583,0.0412094612175578,-0.1125218467071650
ALMorgan County,0.0000000000000000,-0.1832454622079450,-0.1472261951554590,0.2664909244158910,-0.0437941143057108,0.0437941143057108,-0.1216120951299520
ALPerry County,0.0000000000000000,-0.1713597658433830,-0.1251478650265290,0.2430500715278270,-0.0382809591473504,0.0382809591473505,-0.1008438855127150
ALPickens County,0.0000000000000000,-0.1783181915540800,-0.1381161368200340,0.2569102224109830,-0.0412986161769030,0.0412986161769031,-0.1138826795565120
ALPike County,0.0000000000000000,-0.1737129243299830,-0.1295078757491020,0.2479200521013110,-0.0394923298921381,0.0395149850889802,-0.1055570387566480
ALRandolph County,0.0000000000000000,-0.1832131872834230,-0.1465628579361490,0.2664263745668470,-0.0440241214720586,0.0440241214720591,-0.1217217202969170
ALRussell County,0.0000000000000000,-0.1782502748969330,-0.1373228009568310,0.2565889145846610,-0.0414956948279912,0.0414956948279910,-0.1131045104775040
ALShelby County,0.0000000000000000,-0.1816945031962180,-0.1437147037601180,0.2633890063924360,-0.0434847563690183,0.0434847563690177,-0.1192316205334980
ALSt. Clair County,0.0000000000000000,-0.1850453041633100,-0.1502476370992960,0.2700906083266200,-0.0447471607772995,0.0447471607773005,-0.1248096739781220
ALSumter County,0.0000000000000000,-0.1733708088855850,-0.1294889684835930,0.2476789388397110,-0.0395993968077877,0.0395993968077877,-0.1054352561159080
ALTalladega County,0.0000000000000000,-0.1843607272038620,-0.1488349840810370,0.2687214544077250,-0.0445507305727000,0.0445507305727002,-0.1236778872544940
ALTallapoosa County,0.0000000000000000,-0.1811548508313860,-0.1426454078158900,0.2623215419262870,-0.0428362531310295,0.0428362531310291,-0.1182113567228050
ALTuscaloosa County,0.0000000000000000,-0.1800966693142020,-0.1409555282071530,0.2602448706446730,-0.0421736819312589,0.0421736819312597,-0.1167912412451070
ALWalker County,0.0000000000000000,-0.1829625467525510,-0.1467072407388960,0.2659250935051010,-0.0435251259278755,0.0435251259278757,-0.1213846663383260
ALWashington County,0.0000000000000000,-0.1625685507501730,-0.1118542844936090,0.2276262879127140,-0.0344650418748772,0.0345380394413961,-0.0880544202386618
ALWilcox County,0.0000000000000000,-0.1721451829215790,-0.1266293137949060,0.2446214518701980,-0.0386427935351890,0.0386427935351887,-0.1024871083596120
ALWinston County,0.0000000000000000,-0.1823889836314110,-0.1456914517126160,0.2647779672628210,-0.0433517744902834,0.0433517744902829,-0.1201511774468020
ARArkansas County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARAshley County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBaxter County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBenton County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBoone County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARBradley County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCalhoun County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCarroll County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARChicot County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARClark County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARClay County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCleburne County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCleveland County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARColumbia County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARConway County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCraighead County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCrawford County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCrittenden County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARCross County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARDallas County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARDesha County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARDrew County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARFaulkner County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARFranklin County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARFulton County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARGarland County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARGrant County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARGreene County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARHempstead County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARHot Spring County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARHoward County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARIndependence County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARIzard County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARJackson County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARJefferson County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARJohnson County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLafayette County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLawrence County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLee County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLincoln County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLittle River County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLogan County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARLonoke County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMadison County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMarion County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMiller County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMississippi County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMonroe County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARMontgomery County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARNevada County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARNewton County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AROuachita County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPerry County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPhillips County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPike County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPoinsett County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPolk County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPope County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPrairie County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARPulaski County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARRandolph County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSaline County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARScott County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSearcy County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSebastian County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSevier County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSharp County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARSt. Francis County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARStone County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARUnion County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARVan Buren County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARWashington County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARWhite County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARWoodruff County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
ARYell County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZApache County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZCochise County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZCoconino County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZGila County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZGraham County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZGreenlee County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZLa Paz County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZMaricopa County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZMohave County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZNavajo County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZPima County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZPinal County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZSanta Cruz County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZYavapai County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
AZYuma County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAAlameda County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAAlpine County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAAmador County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
CAButte County,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000
