StateCounty,Unknown,0-5 years,6-10 years,11+ years,Obvious signs of deterioration or distress
NCCabarrus County,0.000000000000000,-0.378417467531764,-0.230023881039083,0.191695755185129,0.389286134924150
NCCaldwell County,0.000000000000000,-0.407981317711704,-0.258323953275815,0.214814322695894,0.414300369349727
NCCamden County,0.000000000000000,-0.224428163157184,-0.122720859895886,0.102820572406036,0.239834346833915
NCCarteret County,0.000000000000000,-0.149409244927623,-0.071227072660115,0.059519244346291,0.166119636209553
NCCaswell County,0.000000000000000,-0.391120801565086,-0.241202414280774,0.201185092908924,0.401062673835391
NCCatawba County,0.000000000000000,-0.391232774390004,-0.241825381783061,0.201564107924813,0.400942132972526
NCChatham County,0.000000000000000,-0.382492944030143,-0.233030503845822,0.194514031063793,0.393829065570859
NCCherokee County,0.000000000000000,-0.411767407713121,-0.261767407713121,0.217935963466410,0.417935963466410
NCChowan County,0.000000000000000,-0.283213667841665,-0.157000760998441,0.131553481768978,0.300532413165646
NCClay County,0.000000000000000,-0.410312421597684,-0.260312421597684,0.216664116358578,0.416664116358578
NCCleveland County,0.000000000000000,-0.399442924392959,-0.249650082364517,0.207928513566654,0.407617776609317
NCColumbus County,0.000000000000000,-0.295320057223607,-0.156251489585217,0.130650934014698,0.317639919354378
NCCraven County,0.000000000000000,-0.191702357141428,-0.103349185721489,0.086519087233121,0.205229759503610
NCCumberland County,0.000000000000000,-0.357118869889936,-0.208749776426390,0.174583719858755,0.372714510650157
NCCurrituck County,0.000000000000000,-0.193992949601543,-0.098462982076621,0.082355425589455,0.211706903125013
NCDare County,0.000000000000000,-0.166939269158083,-0.077992888247165,0.065101083085920,0.186774406789374
NCDavidson County,0.000000000000000,-0.375400162881953,-0.226811170365528,0.189044488778146,0.386992979095928
NCDavie County,0.000000000000000,-0.384224858773798,-0.234559903171173,0.195266658820423,0.394764092224360
NCDuplin County,0.000000000000000,-0.316056173768812,-0.174379641807909,0.145811689642381,0.335798822485575
NCDurham County,0.000000000000000,-0.386041948856179,-0.236362806404964,0.197171686998046,0.396724183839318
NCEdgecombe County,0.000000000000000,-0.352655013485511,-0.205608035138110,0.171980086061104,0.368329294754329
NCForsyth County,0.000000000000000,-0.386655695565608,-0.236694687397191,0.196965789077158,0.396907301329784
NCFranklin County,0.000000000000000,-0.375488578265982,-0.225986718968587,0.188639992843110,0.388140775884789
NCGaston County,0.000000000000000,-0.397711897499518,-0.247884652885580,0.206515383603220,0.406256250524126
NCGates County,0.000000000000000,-0.262236842822143,-0.154257768719854,0.128994102127922,0.273225588038588
NCGraham County,0.000000000000000,-0.413476812124625,-0.263476812124625,0.219124854806105,0.419124854806106
NCGranville County,0.000000000000000,-0.384685599891331,-0.234872653455412,0.195937008566980,0.395656428220858
NCGreene County,0.000000000000000,-0.337957181510586,-0.192187320741814,0.160876074898902,0.355669923632503
NCGuilford County,0.000000000000000,-0.381829650458655,-0.232017796122811,0.193132862474382,0.392850643978148
NCHalifax County,0.000000000000000,-0.366621196097334,-0.217927167434415,0.182121290375841,0.380710201713710
NCHarnett County,0.000000000000000,-0.358746521650929,-0.210430744078005,0.175927549366197,0.373910561761936
NCHaywood County,0.000000000000000,-0.407902847833949,-0.258251060914277,0.214685706094192,0.414163386473701
NCHenderson County,0.000000000000000,-0.404860472321698,-0.255231655032624,0.212406399099887,0.411849625033498
NCHertford County,0.000000000000000,-0.356067105442766,-0.210007124927844,0.175534664357410,0.370658621564925
NCHoke County,0.000000000000000,-0.354441348843162,-0.207547072168292,0.173381455779178,0.370084404071689
NCHyde County,0.000000000000000,-0.150729644223330,-0.073465613158239,0.061458074765317,0.166316962192231
NCIredell County,0.000000000000000,-0.388277267829442,-0.238828082266950,0.199085438508054,0.398534109464302
NCJackson County,0.000000000000000,-0.410159711761183,-0.260159711761183,0.216182505070395,0.416182505070395
NCJohnston County,0.000000000000000,-0.352718521684479,-0.205121797880677,0.171545319506485,0.368542595946894
NCJones County,0.000000000000000,-0.320569026461989,-0.177440664121473,0.148562903837812,0.340051612772426
NCLee County,0.000000000000000,-0.373436451601686,-0.224322952013734,0.187332314352720,0.386385822214371
NCLenoir County,0.000000000000000,-0.330243751791300,-0.185488968187803,0.155229064676559,0.348617491877369
NCLincoln County,0.000000000000000,-0.393522945458353,-0.243859114462634,0.203337661228955,0.402937405335125
NCMacon County,0.000000000000000,-0.409270442715308,-0.259270442715308,0.215681668761716,0.415681668761716
NCMadison County,0.000000000000000,-0.406017687846961,-0.256490097740022,0.213038665025509,0.412330050185918
NCMartin County,0.000000000000000,-0.298206657491326,-0.172487417632897,0.144304834789854,0.312182230348464
NCMcdowell County,0.000000000000000,-0.407675290169121,-0.257983298560006,0.214508382556307,0.414046369969979
NCMecklenburg County,0.000000000000000,-0.388503924127707,-0.238667515033762,0.198996977682528,0.398763290933864
NCMitchell County,0.000000000000000,-0.410154838827637,-0.260370685839890,0.216093988987694,0.415770218469315
NCMontgomery County,0.000000000000000,-0.368223710331460,-0.221956543801721,0.184928600956052,0.381162244380957
NCMoore County,0.000000000000000,-0.364513708766996,-0.217408910351369,0.181553922120218,0.378603645016526
NCNash County,0.000000000000000,-0.362070154654326,-0.213347504315517,0.178213740698188,0.376717354746981
NCNew Hanover County,0.000000000000000,-0.178568957970510,-0.088445507154684,0.073974304902926,0.197081725316720
NCNorthampton County,0.000000000000000,-0.371581996855651,-0.222659916450875,0.185964342045216,0.384879497336330
NCOnslow County,0.000000000000000,-0.201788146212176,-0.105090420654572,0.088055575680525,0.218997881959235
NCOrange County,0.000000000000000,-0.387603095871731,-0.237895274572971,0.198465732697657,0.398027464645796
NCPamlico County,0.000000000000000,-0.109332744152849,-0.056316869380656,0.047169159945870,0.118836625813799
NCPasquotank County,0.000000000000000,-0.297726726422098,-0.162812073381998,0.136459099352745,0.318044873029841
NCPender County,0.000000000000000,-0.277534693918438,-0.147474648261441,0.123430349484528,0.299167991756694
NCPerquimans County,0.000000000000000,-0.288653920880308,-0.157883445308169,0.132231585824328,0.307921933470401
NCPerson County,0.000000000000000,-0.386998942898319,-0.237173148279551,0.197807172949654,0.397545864877806
NCPitt County,0.000000000000000,-0.338355973861458,-0.192574431437704,0.161123930380893,0.355821855521144
NCPolk County,0.000000000000000,-0.407413001142752,-0.257485365773195,0.214139724640816,0.414031177695153
NCRandolph County,0.000000000000000,-0.373378616827323,-0.225275298765409,0.187731582497184,0.385215994357173
NCRichmond County,0.000000000000000,-0.363520282717309,-0.215741188373665,0.180146398776602,0.377512859102574
NCRobeson County,0.000000000000000,-0.328640705914263,-0.184856820047950,0.154662288436477,0.347452513460974
NCRockingham County,0.000000000000000,-0.389920238797879,-0.239920238797879,0.199940576515744,0.399940576515744
NCRowan County,0.000000000000000,-0.379663682893065,-0.231054409284423,0.192481535251039,0.390420575816549
NCRutherford County,0.000000000000000,-0.403390702701486,-0.253629048000813,0.211136275631379,0.410778757682389
NCSampson County,0.000000000000000,-0.329024112640761,-0.184592898756353,0.154459531413911,0.347466813699105
NCScotland County,0.000000000000000,-0.346673936164956,-0.200621827747179,0.167569689706710,0.363060331139879
NCStanly County,0.000000000000000,-0.372996497993623,-0.224562666397818,0.187185414579273,0.384836161972981
NCStokes County,0.000000000000000,-0.394077770368217,-0.244077770368217,0.203285235393434,0.403285235393434
NCSurry County,0.000000000000000,-0.397708208460157,-0.247809516270242,0.206351111383280,0.406199149668153
NCSwain County,0.000000000000000,-0.411116330794089,-0.261116330794089,0.216948592990096,0.416948592990095
NCTransylvania County,0.000000000000000,-0.409567585315004,-0.259693600442976,0.215845650854879,0.415656628162922
NCTyrrell County,0.000000000000000,-0.229686948300753,-0.125259356907782,0.104934577689181,0.245300965800807
NCUnion County,0.000000000000000,-0.376734285379797,-0.227718426048140,0.189934231068972,0.388458020066458
NCVance County,0.000000000000000,-0.381273813969239,-0.231356865201793,0.193076754308388,0.392952177459557
NCWake County,0.000000000000000,-0.377488069834247,-0.228330531398473,0.190519799003922,0.389727081196134
NCWarren County,0.000000000000000,-0.381418303706053,-0.231489659765197,0.193325006047785,0.393217971959071
NCWashington County,0.000000000000000,-0.276442530154600,-0.151638025257210,0.127004773324880,0.294761580971919
NCWatauga County,0.000000000000000,-0.408897078261450,-0.259292074304910,0.215283183841630,0.414690689776440
NCWayne County,0.000000000000000,-0.333609231340954,-0.188929675922224,0.158013273959709,0.351296907740639
NCWilkes County,0.000000000000000,-0.404511236756960,-0.254900368327553,0.211978235192265,0.411394537836374
NCWilson County,0.000000000000000,-0.349259714829588,-0.202581868420836,0.169337079049052,0.365285499731594
NCYadkin County,0.000000000000000,-0.391429505348023,-0.241663995647037,0.201524803170928,0.401173067722408
NCYancey County,0.000000000000000,-0.408178779454428,-0.258403022871493,0.214524921817167,0.414188556691570
NDAdams County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDBarnes County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDBenson County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDBillings County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDBottineau County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDBowman County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDBurke County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDBurleigh County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDCass County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDCavalier County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDDickey County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDDivide County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDDunn County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDEddy County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDEmmons County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDFoster County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDGolden Valley County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDGrand Forks County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDGrant County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDGriggs County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDHettinger County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDKidder County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDLamoure County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDLogan County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDMchenry County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDMcintosh County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDMckenzie County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDMclean County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDMercer County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDMorton County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDMountrail County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDNelson County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDOliver County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDPembina County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDPierce County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDRamsey County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDRansom County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDRenville County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDRichland County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDRolette County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDSargent County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDSheridan County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDSioux County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDSlope County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDStark County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDSteele County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDStutsman County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDTowner County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDTraill County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDWalsh County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDWard County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDWells County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NDWilliams County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEAdams County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEAntelope County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEArthur County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEBanner County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEBlaine County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEBoone County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEBox Butte County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEBoyd County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEBrown County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEBuffalo County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEBurt County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEButler County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NECass County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NECedar County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEChase County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NECherry County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NECheyenne County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEClay County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEColfax County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NECuming County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NECuster County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEDakota County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEDawes County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEDawson County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEDeuel County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEDixon County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEDodge County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEDouglas County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEDundy County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEFillmore County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEFranklin County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEFrontier County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEFurnas County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEGage County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEGarden County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEGarfield County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEGosper County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEGrant County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEGreeley County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEHall County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEHamilton County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEHarlan County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEHayes County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEHitchcock County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEHolt County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEHooker County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEHoward County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEJefferson County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEJohnson County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEKearney County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEKeith County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEKeya Paha County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEKimball County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEKnox County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NELancaster County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NELincoln County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NELogan County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NELoup County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEMadison County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEMcpherson County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEMerrick County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEMorrill County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NENance County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NENemaha County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NENuckolls County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEOtoe County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEPawnee County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEPerkins County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEPhelps County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEPierce County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEPlatte County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEPolk County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NERed Willow County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NERichardson County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NERock County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NESaline County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NESarpy County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NESaunders County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEScotts Bluff County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NESeward County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NESheridan County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NESherman County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NESioux County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEStanton County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEThayer County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEThomas County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEThurston County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEValley County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEWashington County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEWayne County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEWebster County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEWheeler County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NEYork County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NHBelknap County,0.000000000000000,-0.374126678362336,-0.224130933384080,0.187512023213768,0.387505640681153
NHCarroll County,0.000000000000000,-0.379553128709332,-0.229629476542197,0.191995666854297,0.391881145105000
NHCheshire County,0.000000000000000,-0.384304251471191,-0.234304251471191,0.195931349508656,0.395931349508656
NHCoos County,0.000000000000000,-0.399391461830713,-0.249391461830713,0.207634281021216,0.407634281021216
NHGrafton County,0.000000000000000,-0.385509443499211,-0.235509443499211,0.196668675854274,0.396668675854274
NHHillsborough County,0.000000000000000,-0.373404668468805,-0.223642455503573,0.187280667532467,0.386923986980316
NHMerrimack County,0.000000000000000,-0.380473955259910,-0.230473955259911,0.192662469735194,0.392662469735194
NHRockingham County,0.000000000000000,-0.341534198811913,-0.196187854980375,0.164596147930329,0.358517985619532
NHStrafford County,0.000000000000000,-0.369911627338799,-0.219928799034083,0.184072835581671,0.384047707983541
NHSullivan County,0.000000000000000,-0.384620217005383,-0.234620217005382,0.196018951636548,0.396018951636548
NJAtlantic County,0.000000000000000,-0.221815569626921,-0.117351631979031,0.098173208680039,0.238570749408245
NJBergen County,0.000000000000000,-0.281849791722365,-0.164778774188775,0.138272125110828,0.294368762875204
NJBurlington County,0.000000000000000,-0.334906842690581,-0.194848984239394,0.163087892755164,0.349924954895439
NJCamden County,0.000000000000000,-0.361872997856863,-0.215095061911575,0.179882994661249,0.375590314918879
NJCape May County,0.000000000000000,-0.160597148241786,-0.084722236673609,0.070856305961328,0.173219459486466
NJCumberland County,0.000000000000000,-0.131715961095853,-0.074132888403588,0.061995758609657,0.139161217939629
NJEssex County,0.000000000000000,-0.356528284006273,-0.209089670852193,0.175283476492466,0.371864814145254
NJGloucester County,0.000000000000000,-0.270608499649668,-0.159763693557632,0.133538616917322,0.281354027066580
NJHudson County,0.000000000000000,-0.102746962129651,-0.058088678242439,0.048725560366290,0.108335221700035
NJHunterdon County,0.000000000000000,-0.375817882516388,-0.225978269001492,0.188823514651669,0.388600226315789
NJMercer County,0.000000000000000,-0.370542523778829,-0.220900111982190,0.184784669932020,0.384293775565810
NJMiddlesex County,0.000000000000000,-0.259424897458165,-0.151971602326319,0.127289775908465,0.270576306102652
NJMonmouth County,0.000000000000000,-0.224320534344882,-0.122883222028469,0.103060659343881,0.238718290490795
NJMorris County,0.000000000000000,-0.384518625148096,-0.234547410355158,0.196070683651277,0.396031470839784
NJOcean County,0.000000000000000,-0.221759171506181,-0.115422523513244,0.096622994698581,0.239894352426954
NJPassaic County,0.000000000000000,-0.371351261477754,-0.221488764469989,0.185718777128424,0.385538886164497
NJSalem County,0.000000000000000,-0.123813045170938,-0.072778785408659,0.060795641418682,0.128876955568153
NJSomerset County,0.000000000000000,-0.377294444452077,-0.227418525714594,0.190095345543065,0.389912070220367
NJSussex County,0.000000000000000,-0.386737057198779,-0.236764929997957,0.197814457934019,0.397780188451601
NJUnion County,0.000000000000000,-0.354117900740822,-0.208835260785363,0.175035211373669,0.368736106857983
NJWarren County,0.000000000000000,-0.388022884766175,-0.238041673469083,0.198738858047713,0.398710674993352
NMBernalillo County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMCatron County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMChaves County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMCibola County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMColfax County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMCurry County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMDebaca County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMDona Ana County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMEddy County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMGrant County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMGuadalupe County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMHarding County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMHidalgo County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMLea County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMLincoln County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMLos Alamos County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMLuna County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMMckinley County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMMora County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMOtero County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMQuay County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMRio Arriba County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMRoosevelt County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
NMSan Juan County,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
