StateCounty,Unknown,Obvious signs of deterioration or distress,Certified design & construction
TNHickman County,0.000000000000000,0.000000000000000,0.000000000000000
TNHouston County,0.000000000000000,0.000000000000000,0.000000000000000
TNHumphreys County,0.000000000000000,0.000000000000000,0.000000000000000
TNJackson County,0.000000000000000,0.000000000000000,0.000000000000000
TNJefferson County,0.000000000000000,0.000000000000000,0.000000000000000
TNJohnson County,0.000000000000000,0.000000000000000,0.000000000000000
TNKnox County,0.000000000000000,0.000000000000000,0.000000000000000
TNLake County,0.000000000000000,0.000000000000000,0.000000000000000
TNLauderdale County,0.000000000000000,0.000000000000000,0.000000000000000
TNLawrence County,0.000000000000000,0.000000000000000,0.000000000000000
TNLewis County,0.000000000000000,0.000000000000000,0.000000000000000
TNLincoln County,0.000000000000000,0.000000000000000,0.000000000000000
TNLoudon County,0.000000000000000,0.000000000000000,0.000000000000000
TNMacon County,0.000000000000000,0.000000000000000,0.000000000000000
TNMadison County,0.000000000000000,0.000000000000000,0.000000000000000
TNMarion County,0.000000000000000,0.000000000000000,0.000000000000000
TNMarshall County,0.000000000000000,0.000000000000000,0.000000000000000
TNMaury County,0.000000000000000,0.000000000000000,0.000000000000000
TNMcminn County,0.000000000000000,0.000000000000000,0.000000000000000
TNMcnairy County,0.000000000000000,0.000000000000000,0.000000000000000
TNMeigs County,0.000000000000000,0.000000000000000,0.000000000000000
TNMonroe County,0.000000000000000,0.000000000000000,0.000000000000000
TNMontgomery County,0.000000000000000,0.000000000000000,0.000000000000000
TNMoore County,0.000000000000000,0.000000000000000,0.000000000000000
TNMorgan County,0.000000000000000,0.000000000000000,0.000000000000000
TNObion County,0.000000000000000,0.000000000000000,0.000000000000000
TNOverton County,0.000000000000000,0.000000000000000,0.000000000000000
TNPerry County,0.000000000000000,0.000000000000000,0.000000000000000
TNPickett County,0.000000000000000,0.000000000000000,0.000000000000000
TNPolk County,0.000000000000000,0.000000000000000,0.000000000000000
TNPutnam County,0.000000000000000,0.000000000000000,0.000000000000000
TNRhea County,0.000000000000000,0.000000000000000,0.000000000000000
TNRoane County,0.000000000000000,0.000000000000000,0.000000000000000
