StateCounty,Unknown,Brick Veneer,Metal Sheathing,Wood,EIFS,Impact rated glazing,"Glazing not designed for impact WITH gravel rooftop within 1,000 ft","Glazing not designed for impact without gravel rooftop within 1,000 ft",Vinyl siding,Stucco,None
ALAutauga County,0.000000000000000000000000000000,-0.042896650512621300000000000000,0.000000000000000444089209850063,0.000000000000000444089209850063,0.144093717663624000000000000000,-0.028149681358954700000000000000,0.194137745539758000000000000000,0.085266251842246500000000000000,0.115824789383473000000000000000,-0.042896650512621300000000000000,0.000000000000000444089209850063
ALBaldwin County,0.000000000000000000000000000000,-0.095227312216399000000000000000,0.000000000000000000000000000000,0.002442136977211850000000000000,0.265293144821003000000000000000,-0.070982205376471300000000000000,0.474170475376500000000000000000,0.149394175415772000000000000000,0.223079606133313000000000000000,-0.095227312216399100000000000000,-0.000000000000000333066907387547
ALBarbour County,0.000000000000000000000000000000,-0.053101856047887300000000000000,0.000000000000000222044604925031,-0.000000000000000111022302462516,0.170267424317819000000000000000,-0.037172800085732000000000000000,0.241486279798687000000000000000,0.101231678618404000000000000000,0.138184116787675000000000000000,-0.053101856047887000000000000000,-0.000000000000000111022302462516
ALBibb County,0.000000000000000000000000000000,-0.040784137245407700000000000000,-0.000000000000000333066907387547,0.000000000000000222044604925031,0.138789696240192000000000000000,-0.025913757068116600000000000000,0.186773973768692000000000000000,0.081610530990014800000000000000,0.112154261007966000000000000000,-0.040784137245408100000000000000,0.000000000000000000000000000000
ALBlount County,0.000000000000000000000000000000,-0.030940485305018000000000000000,0.000000000000000222044604925031,0.000000000000000222044604925031,0.116138577868225000000000000000,-0.018484042083294600000000000000,0.153708436450200000000000000000,0.067458965116325800000000000000,0.092176280891168400000000000000,-0.030940485305018300000000000000,0.000000000000000000000000000000
ALBullock County,0.000000000000000000000000000000,-0.046498017343893700000000000000,-0.000000000000000111022302462516,0.000000000000000000000000000000,0.153045492545797000000000000000,-0.031381891310190000000000000000,0.208451969186063000000000000000,0.091390743975275900000000000000,0.123599524433612000000000000000,-0.046498017343893400000000000000,-0.000000000000000333066907387547
ALButler County,0.000000000000000000000000000000,-0.053074161502484100000000000000,0.000000000000000444089209850063,-0.000000000000000222044604925031,0.171023075951833000000000000000,-0.036642565913508800000000000000,0.242757051016575000000000000000,0.100560162201723000000000000000,0.138600192525977000000000000000,-0.053074161502483800000000000000,-0.000000000000000111022302462516
ALCalhoun County,0.000000000000000000000000000000,-0.025994788428068100000000000000,0.000000000000000000000000000000,0.000000000000000222044604925031,0.103725394791194000000000000000,-0.014570423042705600000000000000,0.134895125955657000000000000000,0.059090083735290800000000000000,0.081873926492818500000000000000,-0.025994788428068000000000000000,0.000000000000000222044604925031
ALChambers County,0.000000000000000000000000000000,-0.037634241414351500000000000000,0.000000000000000222044604925031,0.000000000000000444089209850063,0.130877206148980000000000000000,-0.024107890282792500000000000000,0.172847640111915000000000000000,0.076916307115238100000000000000,0.104804267524467000000000000000,-0.037634241414351300000000000000,0.000000000000000222044604925031
ALCherokee County,0.000000000000000000000000000000,-0.030630101736617600000000000000,0.000000000000000000000000000000,-0.000000000000000222044604925031,0.114325949878454000000000000000,-0.018320945372132200000000000000,0.148708776995130000000000000000,0.066047855604495000000000000000,0.090709019431637800000000000000,-0.030630101736617500000000000000,0.000000000000000222044604925031
ALChilton County,0.000000000000000000000000000000,-0.040174871212244600000000000000,0.000000000000000000000000000000,-0.000000000000000111022302462516,0.136739921566242000000000000000,-0.025520907133931400000000000000,0.178849732477631000000000000000,0.080805557040447300000000000000,0.109873925708248000000000000000,-0.040174871212244700000000000000,0.000000000000000222044604925031
ALChoctaw County,0.000000000000000000000000000000,-0.056473839973815300000000000000,0.000000000000000222044604925031,0.000000000000000222044604925031,0.181316041622511000000000000000,-0.039332884996838200000000000000,0.263564428956562000000000000000,0.105506145656261000000000000000,0.148313568378670000000000000000,-0.056473839973815200000000000000,0.000000000000000444089209850063
ALClarke County,0.000000000000000000000000000000,-0.064235898409752900000000000000,0.000000000000000444089209850063,0.000000000000000222044604925031,0.199355833643895000000000000000,-0.046866921473311500000000000000,0.294142458438964000000000000000,0.119875919768213000000000000000,0.162975955548620000000000000000,-0.064235898409752700000000000000,0.000000000000000222044604925031
ALClay County,0.000000000000000000000000000000,-0.031599612521718700000000000000,-0.000000000000000666133814775094,-0.000000000000000333066907387547,0.116972416835290000000000000000,-0.018492050484917600000000000000,0.152070055647587000000000000000,0.067595794228637600000000000000,0.092950119284162900000000000000,-0.031599612521718900000000000000,-0.000000000000000333066907387547
ALCleburne County,0.000000000000000000000000000000,-0.028910825244379700000000000000,-0.000000000000000111022302462516,0.000000000000000000000000000000,0.110453793090061000000000000000,-0.016656096680575800000000000000,0.143475328144111000000000000000,0.063515246680536400000000000000,0.087742254079195400000000000000,-0.028910825244379700000000000000,0.000000000000000222044604925031
ALCoffee County,0.000000000000000000000000000000,-0.059624189350648400000000000000,0.000000000000000000000000000000,-0.000000000000000111022302462516,0.188275833791804000000000000000,-0.042357084495818700000000000000,0.279065712221895000000000000000,0.110265002095428000000000000000,0.153898197006942000000000000000,-0.059624189350648300000000000000,-0.000000000000000444089209850063
ALColbert County,0.000000000000000000000000000000,-0.036427734527132200000000000000,-0.000000000000000222044604925031,-0.000000000000000222044604925031,0.129306033663694000000000000000,-0.023365031539465500000000000000,0.173596741180005000000000000000,0.076636106635172600000000000000,0.103456617121450000000000000000,-0.036427734527132300000000000000,0.000000000000000000000000000000
ALConecuh County,0.000000000000000000000000000000,-0.062237687333710500000000000000,0.000000000000000000000000000000,-0.000000000000000555111512312578,0.192699632603775000000000000000,-0.044726780200409400000000000000,0.283039968684737000000000000000,0.114723962973349000000000000000,0.156977876066027000000000000000,-0.062237687333710800000000000000,0.000000000000000000000000000000
ALCoosa County,0.000000000000000000000000000000,-0.033842059277858800000000000000,0.000000000000000222044604925031,0.000000000000000222044604925031,0.122219927825311000000000000000,-0.020474720044239100000000000000,0.159704479375057000000000000000,0.071039405458088100000000000000,0.097290116064956600000000000000,-0.033842059277858800000000000000,0.000000000000000222044604925031
ALCovington County,0.000000000000000000000000000000,-0.066727496372262500000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.208070899704011000000000000000,-0.048649967509337300000000000000,0.319183106982410000000000000000,0.120654487801849000000000000000,0.171302277235030000000000000000,-0.066727496372262500000000000000,-0.000000000000000111022302462516
ALCrenshaw County,0.000000000000000000000000000000,-0.049457532667575100000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.161116024136573000000000000000,-0.033569439719239300000000000000,0.224843424815714000000000000000,0.095856591593163700000000000000,0.130306864814096000000000000000,-0.049457532667575200000000000000,0.000000000000000222044604925031
ALCullman County,0.000000000000000000000000000000,-0.032789330734781500000000000000,0.000000000000000222044604925031,0.000000000000000444089209850063,0.120698176640081000000000000000,-0.020316659920086500000000000000,0.163079193011142000000000000000,0.070293063672145700000000000000,0.096218280711825500000000000000,-0.032789330734781500000000000000,0.000000000000000000000000000000
ALDale County,0.000000000000000000000000000000,-0.058171057651078100000000000000,-0.000000000000000111022302462516,-0.000000000000000111022302462516,0.184480450991765000000000000000,-0.041227502786858800000000000000,0.269402869215561000000000000000,0.108274937577199000000000000000,0.150242852146775000000000000000,-0.058171057651078200000000000000,-0.000000000000000222044604925031
ALDallas County,0.000000000000000000000000000000,-0.052555884904432100000000000000,-0.000000000000000222044604925031,-0.000000000000000111022302462516,0.168330306949545000000000000000,-0.036387735551456800000000000000,0.234145788492492000000000000000,0.101121671043764000000000000000,0.136267909956306000000000000000,-0.052555884904431900000000000000,-0.000000000000000444089209850063
ALDekalb County,0.000000000000000000000000000000,-0.029121210897799400000000000000,0.000000000000000222044604925031,0.000000000000000000000000000000,0.111371087438341000000000000000,-0.017398958053199600000000000000,0.146633661523862000000000000000,0.064316656909311700000000000000,0.088105690122683100000000000000,-0.029121210897799600000000000000,0.000000000000000444089209850063
ALElmore County,0.000000000000000000000000000000,-0.041866979505647700000000000000,0.000000000000000000000000000000,-0.000000000000000111022302462516,0.142006774980997000000000000000,-0.027294855370764600000000000000,0.191770235563010000000000000000,0.083905272507572400000000000000,0.114043830565180000000000000000,-0.041866979505647600000000000000,0.000000000000000000000000000000
ALEscambia County,0.000000000000000000000000000000,-0.076505426587925700000000000000,-0.000000000000000222044604925031,0.000000000000000222044604925031,0.234399408587596000000000000000,-0.057453352752189900000000000000,0.374510736737133000000000000000,0.134186995806013000000000000000,0.194467079027698000000000000000,-0.076505426587925500000000000000,-0.000000000000000444089209850063
ALEtowah County,0.000000000000000000000000000000,-0.027704900134239200000000000000,0.000000000000000222044604925031,0.000000000000000000000000000000,0.107922600998803000000000000000,-0.015899304992472600000000000000,0.140873387572476000000000000000,0.061846769211212600000000000000,0.085281432699628100000000000000,-0.027704900134239300000000000000,0.000000000000000000000000000000
ALFayette County,0.000000000000000000000000000000,-0.037434258937770600000000000000,0.000000000000000444089209850063,0.000000000000000000000000000000,0.132691079852805000000000000000,-0.024331362844084400000000000000,0.192558217960236000000000000000,0.076248154644866100000000000000,0.106986734516824000000000000000,-0.037434258937770400000000000000,0.000000000000000222044604925031
ALFranklin County,0.000000000000000000000000000000,-0.035113001546461600000000000000,0.000000000000000000000000000000,-0.000000000000000222044604925031,0.125849632802330000000000000000,-0.022756019495846500000000000000,0.168666837205886000000000000000,0.074491065562890800000000000000,0.100602481920527000000000000000,-0.035113001546462000000000000000,0.000000000000000000000000000000
ALGeneva County,0.000000000000000000000000000000,-0.068218439753184400000000000000,0.000000000000000000000000000000,0.000000000000000222044604925031,0.210109564705201000000000000000,-0.050028627514753600000000000000,0.321194316380137000000000000000,0.122604285729426000000000000000,0.172821555296741000000000000000,-0.068218439753184300000000000000,-0.000000000000000222044604925031
ALGreene County,0.000000000000000000000000000000,-0.047539697307796700000000000000,0.000000000000000222044604925031,-0.000000000000000111022302462516,0.159321134173692000000000000000,-0.031872606732359800000000000000,0.226388398120832000000000000000,0.092115829047422900000000000000,0.129620935149456000000000000000,-0.047539697307796700000000000000,0.000000000000000222044604925031
ALHale County,0.000000000000000000000000000000,-0.049794272765090300000000000000,-0.000000000000000111022302462516,0.000000000000000222044604925031,0.163825745596504000000000000000,-0.033553932578901500000000000000,0.229891850844943000000000000000,0.094980232999829900000000000000,0.132753311360583000000000000000,-0.049794272765090100000000000000,0.000000000000000444089209850063
ALHenry County,0.000000000000000000000000000000,-0.057188871941528700000000000000,-0.000000000000000444089209850063,-0.000000000000000222044604925031,0.182141346160827000000000000000,-0.040487628570985000000000000000,0.266423702190844000000000000000,0.107211660315643000000000000000,0.148656072599403000000000000000,-0.057188871941528600000000000000,-0.000000000000000444089209850063
ALHouston County,0.000000000000000000000000000000,-0.062842981616824700000000000000,0.000000000000000000000000000000,0.000000000000000222044604925031,0.198377013348683000000000000000,-0.045140444764634000000000000000,0.297241309893552000000000000000,0.115663427361652000000000000000,0.162608558703197000000000000000,-0.062842981616824800000000000000,0.000000000000000000000000000000
ALJackson County,0.000000000000000000000000000000,-0.030920958054656800000000000000,0.000000000000000000000000000000,0.000000000000000222044604925031,0.115888531118901000000000000000,-0.019486196496692700000000000000,0.154463973991897000000000000000,0.067613764104558000000000000000,0.091694716702835500000000000000,-0.030920958054656300000000000000,0.000000000000000222044604925031
ALJefferson County,0.000000000000000000000000000000,-0.032731832826298200000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.120675636930433000000000000000,-0.019433629301048300000000000000,0.160259254206941000000000000000,0.070101112558925700000000000000,0.095848550045020400000000000000,-0.032731832826298200000000000000,0.000000000000000000000000000000
ALLamar County,0.000000000000000000000000000000,-0.038320860741369400000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000,0.134316070385728000000000000000,-0.025082397798228700000000000000,0.190746508887826000000000000000,0.077820818096754100000000000000,0.107985458518509000000000000000,-0.038320860741369600000000000000,0.000000000000000000000000000000
ALLauderdale County,0.000000000000000000000000000000,-0.036289118390074400000000000000,0.000000000000000000000000000000,0.000000000000000444089209850063,0.128725297675081000000000000000,-0.023217098623357500000000000000,0.171950739381106000000000000000,0.076118627426545700000000000000,0.102873095334803000000000000000,-0.036289118390074200000000000000,0.000000000000000222044604925031
ALLawrence County,0.000000000000000000000000000000,-0.036788854709021800000000000000,0.000000000000000222044604925031,0.000000000000000444089209850063,0.130588633549479000000000000000,-0.023644366299862800000000000000,0.182209429653587000000000000000,0.076020373046514300000000000000,0.104788951192173000000000000000,-0.036788854709021700000000000000,0.000000000000000888178419700125
ALLee County,0.000000000000000000000000000000,-0.040102870228519500000000000000,-0.000000000000000111022302462516,-0.000000000000000444089209850063,0.137404033038929000000000000000,-0.025963991611982200000000000000,0.183309103357870000000000000000,0.080792809799275200000000000000,0.110069033754522000000000000000,-0.040102870228519500000000000000,-0.000000000000000333066907387547
ALLimestone County,0.000000000000000000000000000000,-0.032715826817165300000000000000,-0.000000000000000111022302462516,-0.000000000000000222044604925031,0.120362252516681000000000000000,-0.020450520552282200000000000000,0.160810027796032000000000000000,0.070601758206131300000000000000,0.095822396977630200000000000000,-0.032715826817165300000000000000,0.000000000000000000000000000000
ALLowndes County,0.000000000000000000000000000000,-0.048746959576212900000000000000,-0.000000000000000222044604925031,0.000000000000000000000000000000,0.160329772950871000000000000000,-0.032966561362707800000000000000,0.223764623513924000000000000000,0.094135820648405100000000000000,0.129502439999551000000000000000,-0.048746959576213300000000000000,0.000000000000000000000000000000
ALMacon County,0.000000000000000000000000000000,-0.042698168938464500000000000000,-0.000000000000000111022302462516,0.000000000000000222044604925031,0.143548546898099000000000000000,-0.028258661673907100000000000000,0.193178407788052000000000000000,0.085034205244233000000000000000,0.115341232963713000000000000000,-0.042698168938464300000000000000,0.000000000000000222044604925031
ALMadison County,0.000000000000000000000000000000,-0.029097349270335800000000000000,0.000000000000000222044604925031,0.000000000000000000000000000000,0.111708201427823000000000000000,-0.018157435019360500000000000000,0.149493262681345000000000000000,0.065181514268466900000000000000,0.088692090630423200000000000000,-0.029097349270336000000000000000,0.000000000000000000000000000000
ALMarengo County,0.000000000000000000000000000000,-0.055970930141956300000000000000,0.000000000000000222044604925031,-0.000000000000000111022302462516,0.178956776806291000000000000000,-0.039421387601339600000000000000,0.254373260340226000000000000000,0.105840840369054000000000000000,0.145127488244255000000000000000,-0.055970930141956300000000000000,-0.000000000000000444089209850063
ALMarion County,0.000000000000000000000000000000,-0.035467525486825100000000000000,-0.000000000000000222044604925031,0.000000000000000222044604925031,0.126959044535609000000000000000,-0.023122822896670000000000000000,0.174904340972502000000000000000,0.074467624736402900000000000000,0.101931333909189000000000000000,-0.035467525486825100000000000000,-0.000000000000000222044604925031
ALMarshall County,0.000000000000000000000000000000,-0.032186794659736500000000000000,0.000000000000000000000000000000,-0.000000000000000222044604925031,0.119055977684306000000000000000,-0.019590650914804800000000000000,0.158326035422687000000000000000,0.069505492842941300000000000000,0.094737946406244300000000000000,-0.032186794659736300000000000000,0.000000000000000000000000000000
ALMobile County,0.000000000000000000000000000000,-0.092252860258598800000000000000,0.000000000000000222044604925031,0.004750874693487230000000000000,0.249263044992770000000000000000,-0.065391177573982600000000000000,0.445590797322868000000000000000,0.145331158007761000000000000000,0.209774337221834000000000000000,-0.092252860258598800000000000000,0.000000000000000222044604925031
ALMonroe County,0.000000000000000000000000000000,-0.063077477741608400000000000000,0.000000000000000222044604925031,0.000000000000000222044604925031,0.196600318428583000000000000000,-0.045585570861711900000000000000,0.293365748650662000000000000000,0.115751042988062000000000000000,0.160989105006343000000000000000,-0.063077477741608300000000000000,0.000000000000000000000000000000
ALMontgomery County,0.000000000000000000000000000000,-0.044072475708068900000000000000,-0.000000000000000222044604925031,-0.000000000000000333066907387547,0.147796306265382000000000000000,-0.029256533704442000000000000000,0.202040662798716000000000000000,0.087531702240106300000000000000,0.118774923432674000000000000000,-0.044072475708068900000000000000,0.000000000000000000000000000000
ALMorgan County,0.000000000000000000000000000000,-0.033509075584108900000000000000,-0.000000000000000222044604925031,0.000000000000000000000000000000,0.122591624985471000000000000000,-0.021018840709571300000000000000,0.168226661928712000000000000000,0.071206172371948800000000000000,0.097931960150477100000000000000,-0.033509075584108900000000000000,-0.000000000000000222044604925031
ALPerry County,0.000000000000000000000000000000,-0.056784658551642200000000000000,0.000000000000000000000000000000,-0.000000000000000555111512312578,0.179922970268028000000000000000,-0.040312178638580500000000000000,0.255191749550104000000000000000,0.107860120319149000000000000000,0.145765306539974000000000000000,-0.056784658551642200000000000000,0.000000000000000000000000000000
ALPickens County,0.000000000000000000000000000000,-0.042952857937605300000000000000,0.000000000000000222044604925031,0.000000000000000000000000000000,0.146911802055524000000000000000,-0.028067202461995000000000000000,0.209627905892197000000000000000,0.085066819992592100000000000000,0.118705212876190000000000000000,-0.042952857937605200000000000000,-0.000000000000000222044604925031
ALPike County,0.000000000000000000000000000000,-0.051787856231780500000000000000,-0.000000000000000222044604925031,-0.000000000000000222044604925031,0.167206369757128000000000000000,-0.035835698861940300000000000000,0.237984628930164000000000000000,0.098912827993797200000000000000,0.135686148541258000000000000000,-0.051787856231780400000000000000,0.000000000000000000000000000000
ALRandolph County,0.000000000000000000000000000000,-0.033573625433154100000000000000,0.000000000000000000000000000000,0.000000000000000444089209850063,0.121486916140433000000000000000,-0.020190295148504800000000000000,0.158025984324563000000000000000,0.070630569435342000000000000000,0.096742520260045800000000000000,-0.033573625433154100000000000000,0.000000000000000222044604925031
ALRussell County,0.000000000000000000000000000000,-0.043366903019940900000000000000,-0.000000000000000333066907387547,-0.000000000000000444089209850063,0.145494101500695000000000000000,-0.028577962354061600000000000000,0.195582693205557000000000000000,0.086069528095917200000000000000,0.116771924671880000000000000000,-0.043366903019940900000000000000,-0.000000000000000333066907387547
ALShelby County,0.000000000000000000000000000000,-0.036610993607563600000000000000,0.000000000000000000000000000000,-0.000000000000000333066907387547,0.128720921818353000000000000000,-0.022488127493283900000000000000,0.168779624295673000000000000000,0.075515840883045600000000000000,0.103252796724232000000000000000,-0.036610993607564100000000000000,-0.000000000000000111022302462516
ALSt. Clair County,0.000000000000000000000000000000,-0.029909391673379800000000000000,0.000000000000000222044604925031,0.000000000000000444089209850063,0.113288708560916000000000000000,-0.017287297575774300000000000000,0.147779407823640000000000000000,0.065178145055422700000000000000,0.089599067320915300000000000000,-0.029909391673380100000000000000,0.000000000000000222044604925031
