Version,Benchmark Class,Item,Value
13,Specie,Large Loss Threshold,250000
13,Specie,Decay Factor,0.9
13,Specie,Target NLR,0.7
13,Specie,NML,0.045
13,Specie,LAE,0.075
13,Specie,RoC,0.15
13,Specie,Variable Expense,0
13,Specie,Fixed Expense,0
13,Specie,Climate Load,0
13,Swiss,Gross Net Att ULR,0.664722298
13,Swiss,Gross Net Cat ULR,0.1101
13,Swiss,Total ULR,0.774822298
13,Swiss,BP GN Premium,45294815
13,Swiss,BP NN Premium,45294815
13,Swiss,Net Premium,45294815
13,Swiss,Net Expense/ GN Premium,0.156464271
13,Swiss,Investment Income /GN Premium,8.65E-02
13,Swiss,RI Premium/GN Premium,0
13,Swiss,RI Recoveries/ GN Premium,0
13,Swiss,Capital Required / GN Premium,0.531557634
13,Swiss,Att LR,0.436732195
13,Swiss,Large LR,0.182236861
13,Swiss,Cat LR,0.01
13,Swiss,Att COV,0.512891264
13,Swiss,Large COV,1.153408097
13,Swiss,Cat COV,2.038990087
13,Swiss,Large Loss Threshold,250000
13,Swiss,Decay Factor,0.9
13,Swiss,Target NLR,0.7
13,Swiss,NML,0.045
13,Swiss,LAE,0.075
13,Swiss,RoC,0.15
13,Swiss,Variable Expense,0
13,Swiss,Fixed Expense,0
13,Swiss,Climate Load,0
13,Jewellers,Gross Net Att ULR,0.647142229
13,Jewellers,Gross Net Cat ULR,0.0445
13,Jewellers,Total ULR,0.691642229
13,Jewellers,BP GN Premium,41934598.21
13,Jewellers,BP NN Premium,41934598.21
13,Jewellers,Net Premium,41473641.16
13,Jewellers,Net Expense/ GN Premium,0.184912321
13,Jewellers,Investment Income /GN Premium,8.56E-02
13,Jewellers,RI Premium/GN Premium,1.10E-02
13,Jewellers,RI Recoveries/ GN Premium,4.40E-03
13,Jewellers,Capital Required / GN Premium,0.525714601
13,Jewellers,Att LR,0.372365481
13,Jewellers,Large LR,0.237531791
13,Jewellers,Cat LR,0.01
13,Jewellers,Att COV,0.512891264
13,Jewellers,Large COV,1.153408097
13,Jewellers,Cat COV,2.038990087
13,Jewellers,Large Loss Threshold,250000
13,Jewellers,Decay Factor,0.9
13,Jewellers,Target NLR,0.7
13,Jewellers,NML,0.045
13,Jewellers,LAE,0.075
13,Jewellers,RoC,0.15
13,Jewellers,Variable Expense,0
13,Jewellers,Fixed Expense,0
13,Jewellers,Climate Load,0
13,Motor,Gross Net Att ULR,0.438715974
13,Motor,Gross Net Cat ULR,0.226307303
13,Motor,Total ULR,0.665023277
13,Motor,BP GN Premium,5119331.742
13,Motor,BP NN Premium,5119331.742
13,Motor,Net Premium,5119331.742
13,Motor,Net Expense/ GN Premium,0.124844265
13,Motor,Investment Income /GN Premium,8.65E-02
13,Motor,RI Premium/GN Premium,0
13,Motor,RI Recoveries/ GN Premium,0
13,Motor,Capital Required / GN Premium,0.635417258
13,Motor,Att LR,0.373903031
13,Motor,Large LR,8.70E-02
13,Motor,Cat LR,0.17477431
13,Motor,Att COV,0.209965459
13,Motor,Large COV,0.4118254
13,Motor,Cat COV,1.810134798
13,Motor,Large Loss Threshold,250000
13,Motor,Decay Factor,0.9
13,Motor,Target NLR,0.7
13,Motor,NML,0.045
13,Motor,LAE,0.075
13,Motor,RoC,0.15
13,Motor,Variable Expense,0
13,Motor,Fixed Expense,0
13,Motor,Climate Load,0.006
13,Package,Gross Net Att ULR,0.836831309
13,Package,Gross Net Cat ULR,0.024
13,Package,Total ULR,0.860831309
13,Package,BP GN Premium,38579416.61
13,Package,BP NN Premium,38579416.61
13,Package,Net Premium,19090264.61
13,Package,Net Expense/ GN Premium,0.107173989
13,Package,Investment Income /GN Premium,4.28E-02
13,Package,RI Premium/GN Premium,0.505169692
13,Package,RI Recoveries/ GN Premium,0.434865887
13,Package,Capital Required / GN Premium,0.31818437
13,Package,Att LR,0.6464
13,Package,Large LR,0.261
13,Package,Cat LR,0.0306
13,Package,Att COV,1.409889154
13,Package,Large COV,1.539605887
13,Package,Cat COV,2.659600004
13,Package,Large Loss Threshold,250000
13,Package,Decay Factor,0.9
13,Package,Target NLR,0.7
13,Package,NML,0.045
13,Package,LAE,0.075
13,Package,RoC,0.15
13,Package,Variable Expense,0
13,Package,Fixed Expense,0
13,Package,Climate Load,0
13,BPS - BBR,Gross Net Att ULR,0.604568266
13,BPS - BBR,Gross Net Cat ULR,0.165335318
13,BPS - BBR,Total ULR,0.769903584
13,BPS - BBR,BP GN Premium,34942764.85
13,BPS - BBR,BP NN Premium,34942764.85
13,BPS - BBR,Net Premium,34749084.89
13,BPS - BBR,Net Expense/ GN Premium,0.203848615
13,BPS - BBR,Investment Income /GN Premium,0.113169625
13,BPS - BBR,RI Premium/GN Premium,5.54E-03
13,BPS - BBR,RI Recoveries/ GN Premium,3.76E-03
13,BPS - BBR,Capital Required / GN Premium,1.03125214
13,BPS - BBR,Att LR,0.249677532
13,BPS - BBR,Large LR,0.26669592
13,BPS - BBR,Cat LR,0.131797038
13,BPS - BBR,Att COV,0.762546609
13,BPS - BBR,Large COV,2.501528827
13,BPS - BBR,Cat COV,3.517523424
13,BPS - BBR,Large Loss Threshold,500000
13,BPS - BBR,Decay Factor,0.9
13,BPS - BBR,Target NLR,0.7
13,BPS - BBR,NML,0.025
13,BPS - BBR,LAE,0
13,BPS - BBR,RoC,0.15
13,BPS - BBR,Variable Expense,0
13,BPS - BBR,Fixed Expense,0
13,BPS - BBR,Climate Load,0
13,eTrading BBR,Gross Net Att ULR,0.447214866
13,eTrading BBR,Gross Net Cat ULR,0.2536
13,eTrading BBR,Total ULR,0.700814866
13,eTrading BBR,BP GN Premium,81600000
13,eTrading BBR,BP NN Premium,81600000
13,eTrading BBR,Net Premium,68710428.28
13,eTrading BBR,Net Expense/ GN Premium,0.247863404
13,eTrading BBR,Investment Income /GN Premium,0.115998716
13,eTrading BBR,RI Premium/GN Premium,0.157960438
13,eTrading BBR,RI Recoveries/ GN Premium,0.085919812
13,eTrading BBR,Capital Required / GN Premium,0.742687228
13,eTrading BBR,Att LR,0.123358937
13,eTrading BBR,Large LR,0.200336689
13,eTrading BBR,Cat LR,0.166417895
13,eTrading BBR,Att COV,0.762546609
13,eTrading BBR,Large COV,2.501528827
13,eTrading BBR,Cat COV,3.517523424
13,eTrading BBR,Large Loss Threshold,500000
13,eTrading BBR,Decay Factor,0.9
13,eTrading BBR,Target NLR,0.7
13,eTrading BBR,NML,0.025
13,eTrading BBR,LAE,0
13,eTrading BBR,RoC,0.15
13,eTrading BBR,Variable Expense,0
13,eTrading BBR,Fixed Expense,0
13,eTrading BBR,Climate Load,0
13,US PE London BBR,Gross Net Att ULR,0.447214866
13,US PE London BBR,Gross Net Cat ULR,0.2536
13,US PE London BBR,Total ULR,0.700814866
13,US PE London BBR,BP GN Premium,81600000
13,US PE London BBR,BP NN Premium,81600000
13,US PE London BBR,Net Premium,68710428.28
13,US PE London BBR,Net Expense/ GN Premium,0.247863404
13,US PE London BBR,Investment Income /GN Premium,0.115998716
13,US PE London BBR,RI Premium/GN Premium,0.157960438
13,US PE London BBR,RI Recoveries/ GN Premium,0.085919812
13,US PE London BBR,Capital Required / GN Premium,0.742687228
13,US PE London BBR,Att LR,0.123358937
13,US PE London BBR,Large LR,0.200336689
13,US PE London BBR,Cat LR,0.166417895
13,US PE London BBR,Att COV,0.762546609
13,US PE London BBR,Large COV,2.501528827
13,US PE London BBR,Cat COV,3.517523424
13,US PE London BBR,Large Loss Threshold,500000
13,US PE London BBR,Decay Factor,0.9
13,US PE London BBR,Target NLR,0.7
13,US PE London BBR,NML,0.025
13,US PE London BBR,LAE,0
13,US PE London BBR,RoC,0.15
13,US PE London BBR,Variable Expense,0
13,US PE London BBR,Fixed Expense,0
13,US PE London BBR,Climate Load,0
13,US - A&E MM,Gross Net Att ULR,0.696857489
13,US - A&E MM,Gross Net Cat ULR,0.074
13,US - A&E MM,Total ULR,0.770857489
13,US - A&E MM,BP GN Premium,62140000
13,US - A&E MM,BP NN Premium,62140000
13,US - A&E MM,Net Premium,53859137.92
13,US - A&E MM,Net Expense/ GN Premium,0.188104603
13,US - A&E MM,Investment Income /GN Premium,0.119089887
13,US - A&E MM,RI Premium/GN Premium,0.133261379
13,US - A&E MM,RI Recoveries/ GN Premium,0.10054278
13,US - A&E MM,Capital Required / GN Premium,0.89880795
13,US - A&E MM,Att LR,0.141842046
13,US - A&E MM,Large LR,0.313614479
13,US - A&E MM,Cat LR,0.20421248
13,US - A&E MM,Att COV,0.762546609
13,US - A&E MM,Large COV,2.501528827
13,US - A&E MM,Cat COV,3.517523424
13,US - A&E MM,Large Loss Threshold,500000
13,US - A&E MM,Decay Factor,0.9
13,US - A&E MM,Target NLR,0.7
13,US - A&E MM,NML,0.025
13,US - A&E MM,LAE,0
13,US - A&E MM,RoC,0.15
13,US - A&E MM,Variable Expense,0
13,US - A&E MM,Fixed Expense,0
13,US - A&E MM,Climate Load,0
13,Digital US Cyber,Gross Net Att ULR,0.447214866
13,Digital US Cyber,Gross Net Cat ULR,0.2536
13,Digital US Cyber,Total ULR,0.700814866
13,Digital US Cyber,BP GN Premium,81600000
13,Digital US Cyber,BP NN Premium,81600000
13,Digital US Cyber,Net Premium,68710428.28
13,Digital US Cyber,Net Expense/ GN Premium,0.247863404
13,Digital US Cyber,Investment Income /GN Premium,0.115998716
13,Digital US Cyber,RI Premium/GN Premium,0.157960438
13,Digital US Cyber,RI Recoveries/ GN Premium,0.085919812
13,Digital US Cyber,Capital Required / GN Premium,0.742687228
13,Digital US Cyber,Att LR,0.123358937
13,Digital US Cyber,Large LR,0.200336689
13,Digital US Cyber,Cat LR,0.166417895
13,Digital US Cyber,Att COV,0.762546609
13,Digital US Cyber,Large COV,2.501528827
13,Digital US Cyber,Cat COV,3.517523424
13,Digital US Cyber,Large Loss Threshold,500000
13,Digital US Cyber,Decay Factor,0.9
13,Digital US Cyber,Target NLR,0.7
13,Digital US Cyber,NML,0.025
13,Digital US Cyber,LAE,0
13,Digital US Cyber,RoC,0.15
13,Digital US Cyber,Variable Expense,0
13,Digital US Cyber,Fixed Expense,0
13,Digital US Cyber,Climate Load,0
13,Healthcare Misc,Gross Net Att ULR,0.799026955
13,Healthcare Misc,Gross Net Cat ULR,0.024
13,Healthcare Misc,Total ULR,0.823026955
13,Healthcare Misc,BP GN Premium,44932000
13,Healthcare Misc,BP NN Premium,44932000
13,Healthcare Misc,Net Premium,39845169.87
13,Healthcare Misc,Net Expense/ GN Premium,0.179181006
13,Healthcare Misc,Investment Income /GN Premium,0.121844706
13,Healthcare Misc,RI Premium/GN Premium,0.113211745
13,Healthcare Misc,RI Recoveries/ GN Premium,9.15E-02
13,Healthcare Misc,Capital Required / GN Premium,0.91959942
13,Healthcare Misc,Att LR,0.125725934
13,Healthcare Misc,Large LR,0.325882359
13,Healthcare Misc,Cat LR,0.12940543
13,Healthcare Misc,Att COV,1.760570915
13,Healthcare Misc,Large COV,3.739538982
13,Healthcare Misc,Cat COV,5.941104906
13,Healthcare Misc,Large Loss Threshold,500000
13,Healthcare Misc,Decay Factor,0.9
13,Healthcare Misc,Target NLR,0.7
13,Healthcare Misc,NML,0.025
13,Healthcare Misc,LAE,0
13,Healthcare Misc,RoC,0.15
13,Healthcare Misc,Variable Expense,0
13,Healthcare Misc,Fixed Expense,0
13,Healthcare Misc,Climate Load,0
13,Environmental,Gross Net Att ULR,0.605432131
13,Environmental,Gross Net Cat ULR,0.024
13,Environmental,Total ULR,0.629432131
13,Environmental,BP GN Premium,155000053.8
13,Environmental,BP NN Premium,155000053.8
13,Environmental,Net Premium,111909011.7
13,Environmental,Net Expense/ GN Premium,0.175512654
13,Environmental,Investment Income /GN Premium,7.03E-02
13,Environmental,RI Premium/GN Premium,0.278006627
13,Environmental,RI Recoveries/ GN Premium,0.175203017
13,Environmental,Capital Required / GN Premium,0.929205471
13,Environmental,Att LR,0.206080414
13,Environmental,Large LR,0.248299844
13,Environmental,Cat LR,0.202810862
13,Environmental,Att COV,0.762546609
13,Environmental,Large COV,2.501528827
13,Environmental,Cat COV,3.517523424
13,Environmental,Large Loss Threshold,500000
13,Environmental,Decay Factor,0.9
13,Environmental,Target NLR,0.7
13,Environmental,NML,0.025
13,Environmental,LAE,0
13,Environmental,RoC,0.15
13,Environmental,Variable Expense,0
13,Environmental,Fixed Expense,0
13,Environmental,Climate Load,0
13,Healthcare ML,Gross Net Att ULR,0.727355414
13,Healthcare ML,Gross Net Cat ULR,6.92E-02
13,Healthcare ML,Total ULR,0.796587264
13,Healthcare ML,BP GN Premium,68832000
13,Healthcare ML,BP NN Premium,68832000
13,Healthcare ML,Net Premium,61300774.72
13,Healthcare ML,Net Expense/ GN Premium,0.175866107
13,Healthcare ML,Investment Income /GN Premium,0.122366435
13,Healthcare ML,RI Premium/GN Premium,0.109414593
13,Healthcare ML,RI Recoveries/ GN Premium,8.66E-02
13,Healthcare ML,Capital Required / GN Premium,1.146183419
13,Healthcare ML,Att LR,0.125725934
13,Healthcare ML,Large LR,0.325882359
13,Healthcare ML,Cat LR,0.12940543
13,Healthcare ML,Att COV,1.760570915
13,Healthcare ML,Large COV,3.739538982
13,Healthcare ML,Cat COV,5.941104906
13,Healthcare ML,Large Loss Threshold,500000
13,Healthcare ML,Decay Factor,0.9
13,Healthcare ML,Target NLR,0.7
13,Healthcare ML,NML,0.025
13,Healthcare ML,LAE,0
13,Healthcare ML,RoC,0.15
13,Healthcare ML,Variable Expense,0
13,Healthcare ML,Fixed Expense,0
13,Healthcare ML,Climate Load,0
13,Lawyers,Gross Net Att ULR,0.699489478
13,Lawyers,Gross Net Cat ULR,0.227152082
13,Lawyers,Total ULR,0.92664156
13,Lawyers,BP GN Premium,34252084.4
13,Lawyers,BP NN Premium,34252084.4
13,Lawyers,Net Premium,30019642.42
13,Lawyers,Net Expense/ GN Premium,0.168746726
13,Lawyers,Investment Income /GN Premium,0.120421835
13,Lawyers,RI Premium/GN Premium,0.123567428
13,Lawyers,RI Recoveries/ GN Premium,9.74E-02
13,Lawyers,Capital Required / GN Premium,0.908860577
13,Lawyers,Att LR,0.207312472
13,Lawyers,Large LR,0.232680763
13,Lawyers,Cat LR,0.332264568
13,Lawyers,Att COV,0.309328113
13,Lawyers,Large COV,0.60242778
13,Lawyers,Cat COV,0.410306303
13,Lawyers,Large Loss Threshold,500000
13,Lawyers,Decay Factor,0.9
13,Lawyers,Target NLR,0.7
13,Lawyers,NML,0.025
13,Lawyers,LAE,0
13,Lawyers,RoC,0.15
13,Lawyers,Variable Expense,0
13,Lawyers,Fixed Expense,0
13,Lawyers,Climate Load,0
13,Misc Med PE,Gross Net Att ULR,0.65096382
13,Misc Med PE,Gross Net Cat ULR,0.024
13,Misc Med PE,Total ULR,0.67496382
13,Misc Med PE,BP GN Premium,30081101.51
13,Misc Med PE,BP NN Premium,30081101.51
13,Misc Med PE,Net Premium,28917230.37
13,Misc Med PE,Net Expense/ GN Premium,0.193288574
13,Misc Med PE,Investment Income /GN Premium,0.132083842
13,Misc Med PE,RI Premium/GN Premium,3.87E-02
13,Misc Med PE,RI Recoveries/ GN Premium,2.61E-02
13,Misc Med PE,Capital Required / GN Premium,0.996877321
13,Misc Med PE,Att LR,0.558329648
13,Misc Med PE,Large LR,0.229195865
13,Misc Med PE,Cat LR,4.87E-02
13,Misc Med PE,Att COV,0.524274365
13,Misc Med PE,Large COV,0.948276484
13,Misc Med PE,Cat COV,4.692432365
13,Misc Med PE,Large Loss Threshold,500000
13,Misc Med PE,Decay Factor,0.9
13,Misc Med PE,Target NLR,0.7
13,Misc Med PE,NML,0.025
13,Misc Med PE,LAE,0
13,Misc Med PE,RoC,0.15
13,Misc Med PE,Variable Expense,0
13,Misc Med PE,Fixed Expense,0
13,Misc Med PE,Climate Load,0
13,BPS,Gross Net Att ULR,0.604568266
13,BPS,Gross Net Cat ULR,0.165335318
13,BPS,Total ULR,0.769903584
13,BPS,BP GN Premium,51749682.24
13,BPS,BP NN Premium,51749682.24
13,BPS,Net Premium,51462163.8
13,BPS,Net Expense/ GN Premium,0.203848615
13,BPS,Investment Income /GN Premium,8.17E-02
13,BPS,RI Premium/GN Premium,5.56E-03
13,BPS,RI Recoveries/ GN Premium,3.77E-03
13,BPS,Capital Required / GN Premium,1.031238484
13,BPS,Att LR,0.249677532
13,BPS,Large LR,0.26669592
13,BPS,Cat LR,0.131797038
13,BPS,Att COV,0.762546609
13,BPS,Large COV,2.501528827
13,BPS,Cat COV,3.517523424
13,BPS,Large Loss Threshold,500000
13,BPS,Decay Factor,0.9
13,BPS,Target NLR,0.7
13,BPS,NML,0.025
13,BPS,LAE,0
13,BPS,RoC,0.15
13,BPS,Variable Expense,0
13,BPS,Fixed Expense,0
13,BPS,Climate Load,0
13,Surety,Gross Net Att ULR,0.825880426
13,Surety,Gross Net Cat ULR,0.024
13,Surety,Total ULR,0.849880426
13,Surety,BP GN Premium,58295945.69
13,Surety,BP NN Premium,58295945.69
13,Surety,Net Premium,57936479.31
13,Surety,Net Expense/ GN Premium,0.204044601
13,Surety,Investment Income /GN Premium,0.130469381
13,Surety,RI Premium/GN Premium,6.17E-03
13,Surety,RI Recoveries/ GN Premium,4.18E-03
13,Surety,Capital Required / GN Premium,1.030605617
13,Surety,Att LR,0.249677532
13,Surety,Large LR,0.26669592
13,Surety,Cat LR,0.131797038
13,Surety,Att COV,0.762546609
13,Surety,Large COV,2.501528827
13,Surety,Cat COV,3.517523424
13,Surety,Large Loss Threshold,500000
13,Surety,Decay Factor,0.9
13,Surety,Target NLR,0.7
13,Surety,NML,0.025
13,Surety,LAE,0
13,Surety,RoC,0.15
13,Surety,Variable Expense,0
13,Surety,Fixed Expense,0
13,Surety,Climate Load,0
13,Digital US Tech,Gross Net Att ULR,0.438260442
13,Digital US Tech,Gross Net Cat ULR,0.0486
13,Digital US Tech,Total ULR,0.486860442
13,Digital US Tech,BP GN Premium,63600000
13,Digital US Tech,BP NN Premium,63600000
13,Digital US Tech,Net Premium,61663993.75
13,Digital US Tech,Net Expense/ GN Premium,0.239875802
13,Digital US Tech,Investment Income /GN Premium,0.133620529
13,Digital US Tech,RI Premium/GN Premium,0.03044035
13,Digital US Tech,RI Recoveries/ GN Premium,1.22E-02
13,Digital US Tech,Capital Required / GN Premium,0.855161208
13,Digital US Tech,Att LR,0.558329648
13,Digital US Tech,Large LR,0.229195865
13,Digital US Tech,Cat LR,0.048703106
13,Digital US Tech,Att COV,0.524274365
13,Digital US Tech,Large COV,0.948276484
13,Digital US Tech,Cat COV,4.692432365
13,Digital US Tech,Large Loss Threshold,500000
13,Digital US Tech,Decay Factor,0.9
13,Digital US Tech,Target NLR,0.7
13,Digital US Tech,NML,0.025
13,Digital US Tech,LAE,0
13,Digital US Tech,RoC,0.15
13,Digital US Tech,Variable Expense,0
13,Digital US Tech,Fixed Expense,0
13,Digital US Tech,Climate Load,0
13,US Programmes,Gross Net Att ULR,0.65096382
13,US Programmes,Gross Net Cat ULR,0.024
13,US Programmes,Total ULR,0.67496382
13,US Programmes,BP GN Premium,30081101.51
13,US Programmes,BP NN Premium,30081101.51
13,US Programmes,Net Premium,28917230.37
13,US Programmes,Net Expense/ GN Premium,0.193288574
13,US Programmes,Investment Income /GN Premium,0.132083842
13,US Programmes,RI Premium/GN Premium,3.87E-02
13,US Programmes,RI Recoveries/ GN Premium,2.61E-02
13,US Programmes,Capital Required / GN Premium,0.996877321
13,US Programmes,Att LR,0.558329648
13,US Programmes,Large LR,0.229195865
13,US Programmes,Cat LR,4.87E-02
13,US Programmes,Att COV,0.524274365
13,US Programmes,Large COV,0.948276484
13,US Programmes,Cat COV,4.692432365
13,US Programmes,Large Loss Threshold,500000
13,US Programmes,Decay Factor,0.9
13,US Programmes,Target NLR,0.7
13,US Programmes,NML,0.025
13,US Programmes,LAE,0
13,US Programmes,RoC,0.15
13,US Programmes,Variable Expense,0
13,US Programmes,Fixed Expense,0
13,US Programmes,Climate Load,0
13,Media,Gross Net Att ULR,0.70503168
13,Media,Gross Net Cat ULR,0.024
13,Media,Total ULR,0.72903168
13,Media,BP GN Premium,20108713.09
13,Media,BP NN Premium,20108713.09
13,Media,Net Premium,19106772.91
13,Media,Net Expense/ GN Premium,0.213965033
13,Media,Investment Income /GN Premium,0.130553884
13,Media,RI Premium/GN Premium,4.98E-02
13,Media,RI Recoveries/ GN Premium,3.60E-02
13,Media,Capital Required / GN Premium,0.98533026
13,Media,Att LR,0.558329648
13,Media,Large LR,0.229195865
13,Media,Cat LR,4.87E-02
13,Media,Att COV,0.524274365
13,Media,Large COV,0.948276484
13,Media,Cat COV,4.692432365
13,Media,Large Loss Threshold,500000
13,Media,Decay Factor,0.9
13,Media,Target NLR,0.7
13,Media,NML,0.025
13,Media,LAE,0
13,Media,RoC,0.15
13,Media,Variable Expense,0
13,Media,Fixed Expense,0
13,Media,Climate Load,0
13,Recall US,Gross Net Att ULR,0.667440957
13,Recall US,Gross Net Cat ULR,0.024
13,Recall US,Total ULR,0.691440957
13,Recall US,BP GN Premium,36320420.82
13,Recall US,BP NN Premium,36320420.82
13,Recall US,Net Premium,34411397.81
13,Recall US,Net Expense/ GN Premium,0.213846427
13,Recall US,Investment Income /GN Premium,7.97E-02
13,Recall US,RI Premium/GN Premium,5.26E-02
13,Recall US,RI Recoveries/ GN Premium,2.60E-02
13,Recall US,Capital Required / GN Premium,0.982494661
13,Recall US,Att LR,0.558329648
13,Recall US,Large LR,0.229195865
13,Recall US,Cat LR,4.87E-02
13,Recall US,Att COV,0.524274365
13,Recall US,Large COV,0.948276484
13,Recall US,Cat COV,4.692432365
13,Recall US,Large Loss Threshold,500000
13,Recall US,Decay Factor,0.9
13,Recall US,Target NLR,0.7
13,Recall US,NML,0.025
13,Recall US,LAE,0
13,Recall US,RoC,0.15
13,Recall US,Variable Expense,0
13,Recall US,Fixed Expense,0
13,Recall US,Climate Load,0
13,DIN US Lawyers,Gross Net Att ULR,0.552016739
13,DIN US Lawyers,Gross Net Cat ULR,0.024
13,DIN US Lawyers,Total ULR,0.576016739
13,DIN US Lawyers,BP GN Premium,5258000
13,DIN US Lawyers,BP NN Premium,5258000
13,DIN US Lawyers,Net Premium,5016487.094
13,DIN US Lawyers,Net Expense/ GN Premium,0.215972029
13,DIN US Lawyers,Investment Income /GN Premium,0.131088879
13,DIN US Lawyers,RI Premium/GN Premium,4.59E-02
13,DIN US Lawyers,RI Recoveries/ GN Premium,2.94E-02
13,DIN US Lawyers,Capital Required / GN Premium,0.989368033
13,DIN US Lawyers,Att LR,0.207312472
13,DIN US Lawyers,Large LR,0.232680763
13,DIN US Lawyers,Cat LR,0.332264568
13,DIN US Lawyers,Att COV,0.309328113
13,DIN US Lawyers,Large COV,0.60242778
13,DIN US Lawyers,Cat COV,0.410306303
13,DIN US Lawyers,Large Loss Threshold,500000
13,DIN US Lawyers,Decay Factor,0.9
13,DIN US Lawyers,Target NLR,0.7
13,DIN US Lawyers,NML,0.025
13,DIN US Lawyers,LAE,0
13,DIN US Lawyers,RoC,0.15
13,DIN US Lawyers,Variable Expense,0
13,DIN US Lawyers,Fixed Expense,0
13,DIN US Lawyers,Climate Load,0
13,Financial Institutions,Gross Net Att ULR,0.428118854
13,Financial Institutions,Gross Net Cat ULR,0.293375
13,Financial Institutions,Total ULR,0.721493854
13,Financial Institutions,BP GN Premium,120088446.2
13,Financial Institutions,BP NN Premium,120088446.2
13,Financial Institutions,Net Premium,103702569.5
13,Financial Institutions,Net Expense/ GN Premium,0.183630817
13,Financial Institutions,Investment Income /GN Premium,0.118651989
13,Financial Institutions,RI Premium/GN Premium,0.136448403
13,Financial Institutions,RI Recoveries/ GN Premium,9.89E-02
13,Financial Institutions,Capital Required / GN Premium,1.327278804
13,Financial Institutions,Att LR,0.267525533
13,Financial Institutions,Large LR,0.251761547
13,Financial Institutions,Cat LR,0.142
13,Financial Institutions,Att COV,0.762546609
13,Financial Institutions,Large COV,2.501528827
13,Financial Institutions,Cat COV,3.517523424
13,Financial Institutions,Large Loss Threshold,500000
13,Financial Institutions,Decay Factor,0.9
13,Financial Institutions,Target NLR,0.7
13,Financial Institutions,NML,0.025
13,Financial Institutions,LAE,0
13,Financial Institutions,RoC,0.15
13,Financial Institutions,Variable Expense,0
13,Financial Institutions,Fixed Expense,0
13,Financial Institutions,Climate Load,0
13,Hospitals,Gross Net Att ULR,0.829525943
13,Hospitals,Gross Net Cat ULR,6.73E-02
13,Hospitals,Total ULR,0.896826757
13,Hospitals,BP GN Premium,26098800
13,Hospitals,BP NN Premium,26098800
13,Hospitals,Net Premium,10810123.79
13,Hospitals,Net Expense/ GN Premium,0.131594833
13,Hospitals,Investment Income /GN Premium,5.69E-02
13,Hospitals,RI Premium/GN Premium,0.585799968
13,Hospitals,RI Recoveries/ GN Premium,0.524438085
13,Hospitals,Capital Required / GN Premium,0.533075441
13,Hospitals,Att LR,0.125725934
13,Hospitals,Large LR,0.325882359
13,Hospitals,Cat LR,0.12940543
13,Hospitals,Att COV,1.760570915
13,Hospitals,Large COV,3.739538982
13,Hospitals,Cat COV,5.941104906
13,Hospitals,Large Loss Threshold,500000
13,Hospitals,Decay Factor,0.9
13,Hospitals,Target NLR,0.7
13,Hospitals,NML,0.025
13,Hospitals,LAE,0
13,Hospitals,RoC,0.15
13,Hospitals,Variable Expense,0
13,Hospitals,Fixed Expense,0
13,Hospitals,Climate Load,0
13,Large Risk International Healthcare,Gross Net Att ULR,0.829525943
13,Large Risk International Healthcare,Gross Net Cat ULR,6.73E-02
13,Large Risk International Healthcare,Total ULR,0.896826757
13,Large Risk International Healthcare,BP GN Premium,6524700
13,Large Risk International Healthcare,BP NN Premium,6524700
13,Large Risk International Healthcare,Net Premium,2440774.812
13,Large Risk International Healthcare,Net Expense/ GN Premium,0.126129021
13,Large Risk International Healthcare,Investment Income /GN Premium,5.14E-02
13,Large Risk International Healthcare,RI Premium/GN Premium,0.625917696
13,Large Risk International Healthcare,RI Recoveries/ GN Premium,0.560126972
13,Large Risk International Healthcare,Capital Required / GN Premium,0.481443926
13,Large Risk International Healthcare,Att LR,0.125725934
13,Large Risk International Healthcare,Large LR,0.325882359
13,Large Risk International Healthcare,Cat LR,0.12940543
13,Large Risk International Healthcare,Att COV,1.760570915
13,Large Risk International Healthcare,Large COV,3.739538982
13,Large Risk International Healthcare,Cat COV,5.941104906
13,Large Risk International Healthcare,Large Loss Threshold,500000
13,Large Risk International Healthcare,Decay Factor,0.9
13,Large Risk International Healthcare,Target NLR,0.7
13,Large Risk International Healthcare,NML,0.025
13,Large Risk International Healthcare,LAE,0
13,Large Risk International Healthcare,RoC,0.15
13,Large Risk International Healthcare,Variable Expense,0
13,Large Risk International Healthcare,Fixed Expense,0
13,Large Risk International Healthcare,Climate Load,0
13,PE Delegated Authority,Gross Net Att ULR,0.66166441
13,PE Delegated Authority,Gross Net Cat ULR,0.024
13,PE Delegated Authority,Total ULR,0.68566441
13,PE Delegated Authority,BP GN Premium,57176708.59
13,PE Delegated Authority,BP NN Premium,57176708.59
13,PE Delegated Authority,Net Premium,53974350.97
13,PE Delegated Authority,Net Expense/ GN Premium,0.18860913
13,PE Delegated Authority,Investment Income /GN Premium,0.129347606
13,PE Delegated Authority,RI Premium/GN Premium,5.60E-02
13,PE Delegated Authority,RI Recoveries/ GN Premium,3.84E-02
13,PE Delegated Authority,Capital Required / GN Premium,0.978919622
13,PE Delegated Authority,Att LR,0.558329648
13,PE Delegated Authority,Large LR,0.229195865
13,PE Delegated Authority,Cat LR,4.87E-02
13,PE Delegated Authority,Att COV,0.524274365
13,PE Delegated Authority,Large COV,0.948276484
13,PE Delegated Authority,Cat COV,4.692432365
13,PE Delegated Authority,Large Loss Threshold,500000
13,PE Delegated Authority,Decay Factor,0.9
