Limit,ILF
0,0.0
1000000,1.0
2000000,2.0
3000000,3.0
4000000,4.0
5000000,5.0
6000000,6.0
7000000,7.0
8000000,8.0
9000000,9.0
10000000,10.0
11000000,10.8110123081979
12000000,11.591205335009
13000000,12.3413986823273
14000000,13.0623928865053
15000000,13.7549698315447
16000000,14.4198931537184
17000000,15.0579086377939
18000000,15.6697446050287
19000000,16.256112293103
20000000,16.8177062281516
21000000,17.3552045890558
22000000,17.86926956415
23000000,18.3605477004969
24000000,18.8296702458808
25000000,19.2772534836672
26000000,19.7038990606713
27000000,20.1101943081783
28000000,20.4967125562528
29000000,20.8640134414742
30000000,21.2126432082306
31000000,21.543135003701
32000000,21.8560091666563
33000000,22.1517735102008
34000000,22.4309235985801
35000000,22.6939430181748
36000000,22.9413036427976
37000000,23.1734658934103
38000000,23.3908789923735
39000000,23.5939812123411
40000000,23.7832001199077
41000000,23.9589528141157
42000000,24.1216461599278
43000000,24.271677016766
44000000,24.4094324622197
45000000,24.5352900110191
46000000,24.6496178293724
47000000,24.7527749447605
48000000,24.8451114512828
49000000,24.926968710644
50000000,24.9986795488717
51000000,25.4986531398491
52000000,25.9986267308265
53000000,26.498600321804
54000000,26.9985739127814
55000000,27.4985475037588
56000000,27.9985210947363
57000000,28.4984946857137
58000000,28.9984682766911
59000000,29.4984418676686
60000000,29.998415458646
61000000,30.4983890496234
62000000,30.9983626406009
63000000,31.4983362315783
64000000,31.9983098225557
65000000,32.4982834135332
66000000,32.9982570045106
67000000,33.4982305954881
68000000,33.9982041864655
69000000,34.4981777774429
70000000,34.9981513684204
71000000,35.4981249593978
72000000,35.9980985503752
73000000,36.4980721413527
74000000,36.9980457323301
75000000,37.4980193233075
76000000,37.997992914285
77000000,38.4979665052624
78000000,38.9979400962398
79000000,39.4979136872173
80000000,39.9978872781947
81000000,40.4978608691721
82000000,40.9978344601496
83000000,41.497808051127
84000000,41.9977816421044
85000000,42.4977552330819
86000000,42.9977288240593
87000000,43.4977024150367
88000000,43.9976760060142
89000000,44.4976495969916
90000000,44.997623187969
91000000,45.4975967789465
92000000,45.9975703699239
93000000,46.4975439609013
94000000,46.9975175518788
95000000,47.4974911428562
96000000,47.9974647338336
97000000,48.4974383248111
98000000,48.9974119157885
99000000,49.4973855067659
100000000,49.9973590977434
